year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,1123.7,1132.0,1003.4,1017.5,1281.2,1007.2,1061.0,1219.1,1061.3,1198.7,1348.3,1254.2,958.4,1349.6,1249.1,1087.0,1158.9
2011,1069.1,1127.5,1012.4,1089.8,874.0,862.3,1096.9,1054.3,878.4,1181.6,1242.1,1322.7,893.6,1215.0,1075.3,1100.9,1237.1
2012,892.8,1012.3,925.5,850.2,535.6,774.5,813.7,962.5,614.6,860.5,932.0,1248.8,791.5,1072.0,906.2,790.5,1065.3
2013,870.0,902.6,822.6,935.3,613.9,838.1,730.4,883.5,625.1,988.6,988.3,956.8,927.3,988.5,995.8,761.3,890.8
2014,1037.4,1129.4,988.5,1315.1,851.5,958.3,895.2,1092.2,722.5,1159.4,1230.8,1071.3,1117.2,1010.3,1254.5,746.1,992.7
2015,967.9,955.3,933.1,1114.2,704.9,1001.8,924.0,953.9,569.9,1113.0,1252.3,984.0,958.0,1051.4,1233.5,776.7,1047.4
2016,635.2,710.9,536.6,580.6,574.8,642.3,687.2,738.3,637.9,556.0,633.5,684.9,571.2,495.9,465.6,711.9,585.1
2017,871.0,908.8,718.6,842.5,892.5,766.2,835.5,1012.3,770.0,1032.0,1162.2,879.6,681.8,783.1,797.4,958.4,890.7
2018,1328.3,1458.0,1183.0,1380.9,1373.0,1078.8,1158.3,1413.3,1262.1,1595.9,2045.5,1519.0,1056.5,1389.9,1284.1,1280.5,1383.7
2019,1275.8,1111.6,1190.1,1453.5,1260.5,1184.5,1170.9,1361.8,1337.1,1354.4,1999.8,1494.5,1084.3,1387.3,1139.5,1194.3,1290.9
2020,1221.5,991.4,1131.8,1376.8,1204.5,1171.9,1225.1,1183.4,1061.0,1305.3,1675.8,1202.5,1148.2,1241.8,1223.4,1224.8,1611.2
2021,1266.1,1208.8,1218.3,1517.7,1205.0,1158.4,1392.0,1246.3,986.7,1244.1,1323.7,1161.4,1153.8,1138.3,1244.1,1286.1,1775.7
2022,1594.2,1659.7,1603.4,1675.9,1580.9,1703.8,1572.4,1569.6,1364.9,1763.8,1784.6,1440.0,1392.9,1608.6,1458.8,1617.4,1937.1
2023,2325.4,2251.9,2145.2,2420.7,2516.3,2941.1,2193.8,2367.9,1711.4,2928.5,2821.4,2249.0,1911.3,2480.7,2466.7,2089.7,2407.6
2024,2179.0,2078.8,2044.8,2564.7,2488.0,2202.8,1853.5,2361.1,2028.1,2761.3,3212.7,1893.8,1656.3,2356.3,2251.6,2053.6,2399.6
