year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,10.3,15.8,9.1,5.8,18.6,11.1,14.4,10.8,18.7,11.0,6.2,8.5,9.4,11.1,8.3,5.4,4.9
2011,10.8,16.4,8.6,7.2,18.7,11.7,13.7,13.2,16.2,11.5,6.4,10.3,9.5,11.3,8.5,5.9,4.8
2012,11.2,15.4,9.4,7.5,16.0,13.4,15.1,12.2,17.8,11.3,6.3,13.2,11.7,11.8,9.2,5.0,2.7
2013,11.4,16.0,10.8,8.2,15.6,13.2,14.5,12.7,19.4,11.4,6.9,12.7,10.1,11.8,10.5,4.6,6.7
2014,11.5,15.4,10.9,9.7,15.8,13.0,14.4,14.0,17.2,12.0,5.9,13.4,10.2,13.3,9.4,4.0,5.9
2015,12.4,16.3,10.8,10.7,15.7,15.1,16.7,13.5,20.5,11.9,6.4,13.2,11.6,14.0,9.9,6.3,6.2
2016,12.3,17.2,10.6,10.3,14.6,14.3,16.5,13.9,18.1,11.1,5.7,12.5,12.0,13.1,9.8,5.6,9.8
2017,12.2,16.1,11.2,10.1,14.0,14.4,17.0,13.6,18.4,11.7,6.1,12.6,12.0,13.1,9.4,5.6,6.7
2018,12.4,17.3,11.6,10.3,15.5,14.7,17.0,13.9,18.9,12.4,6.2,12.0,12.5,14.4,9.8,5.1,6.3
2019,12.6,18.5,12.0,10.5,16.8,14.7,17.3,13.9,19.3,12.4,5.5,11.6,12.4,13.7,8.9,5.6,6.5
2020,12.1,16.5,11.9,12.2,19.8,15.1,17.1,12.6,18.6,12.5,4.8,10.4,11.4,13.8,7.8,5.1,5.4
2021,12.8,16.5,13.5,12.9,18.4,15.0,17.4,13.5,19.4,15.5,6.2,10.0,12.2,15.3,8.4,6.2,5.8
2022,13.6,16.8,13.2,17.7,18.4,16.7,16.9,13.9,19.6,17.2,6.0,11.5,12.8,17.3,10.3,6.5,6.5
2023,14.0,17.8,12.9,19.0,19.1,14.8,16.4,15.1,20.9,17.3,7.0,12.8,12.7,17.6,12.7,6.2,6.6
