year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,48,47,73,63,55,33,36,32,50,74,47,43,36,66,83,35,72
2011,53,49,81,70,58,37,41,39,53,81,51,51,42,70,88,38,78
2012,58,54,88,77,60,43,46,45,56,86,55,58,46,73,94,44,82
2013,62,56,94,82,64,47,49,50,57,90,59,61,49,76,97,47,82
2014,58,51,91,77,55,45,47,48,53,87,57,58,46,71,90,44,74
2015,54,45,84,75,49,43,44,45,50,80,55,51,43,64,84,38,68
2016,52,43,86,73,47,43,40,45,50,77,55,49,39,62,81,36,61
2017,48,39,83,69,43,41,38,42,48,74,52,42,36,57,76,31,57
2018,45,37,79,67,39,39,36,40,43,69,50,40,31,57,71,27,52
2019,39,32,68,61,31,34,31,35,40,63,45,35,24,53,61,23,46
2020,41,34,72,62,35,35,33,36,43,67,46,39,28,54,63,26,50
2021,38,30,65,56,30,33,30,33,41,63,43,36,24,48,56,23,46
2022,33,27,57,52,24,29,27,30,37,55,39,31,20,42,51,20,42
2023,30,25,52,45,21,27,24,25,34,49,36,29,18,38,46,19,39
2024,28,23,49,41,20,26,21,23,31,46,32,27,16,35,42,18,37
