year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,119.2,147.1,155.7,106.0,98.7,122.9,61.8,100.2,183.5,65.1,106.2,131.3,112.7,85.6,109.1,150.5,129.0
2011,129.1,163.7,169.2,116.6,118.0,137.8,77.8,100.9,223.4,65.2,95.3,139.3,130.0,93.1,120.7,172.9,126.7
2012,125.8,151.5,169.1,123.0,105.2,125.1,70.8,106.9,191.2,60.9,99.5,138.5,125.7,94.8,105.1,161.9,141.2
2013,133.0,160.3,174.3,133.6,188.5,166.7,68.2,92.3,223.5,74.9,97.6,153.9,112.9,126.2,107.7,151.1,136.8
2014,132.9,168.9,166.2,140.4,98.0,135.6,84.6,125.4,188.0,80.1,115.7,142.8,138.3,105.8,100.2,158.2,117.3
2015,123.2,159.0,183.9,127.3,104.9,126.9,87.6,87.3,199.8,70.6,88.7,126.0,114.7,121.8,97.9,155.1,110.4
2016,130.3,165.0,179.3,132.0,108.5,136.5,77.5,111.9,203.2,70.2,95.1,142.4,123.0,96.6,104.8,163.1,131.9
2017,140.2,174.4,201.4,165.8,103.2,138.6,93.7,117.3,190.2,82.2,109.6,136.2,124.2,115.3,116.5,163.6,134.5
2018,141.6,174.5,190.5,163.3,112.8,132.7,82.3,128.9,202.8,85.0,124.0,152.6,124.9,106.0,113.6,170.4,115.5
2019,129.7,156.8,171.7,152.3,92.4,133.7,90.3,111.4,188.8,83.3,106.1,147.2,126.2,101.2,97.3,144.3,127.0
2020,130.5,157.5,172.1,138.2,89.4,133.4,84.3,116.7,189.5,84.4,120.5,139.8,123.5,105.5,105.1,154.2,118.2
2021,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,
2023,121.9,139.4,169.6,139.4,69.8,129.7,88.6,101.6,197.2,94.7,99.6,138.9,114.3,102.7,94.4,139.0,101.5
