year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,61.5,60.9,47.1,40.0,36.6,92.3,80.9,82.9,56.5,37.5,33.4,37.8,83.5,76.8,44.5,67.0,63.3
2015,61.7,61.6,47.1,39.9,37.1,92.3,82.6,82.4,57.7,37.5,33.5,38.1,83.9,76.8,43.7,66.8,63.4
2016,62.1,60.9,47.0,39.8,37.9,92.5,83.4,82.5,55.0,37.7,33.5,38.9,84.3,76.8,46.7,67.4,64.2
2017,61.7,60.7,46.9,39.7,37.8,92.5,83.7,82.4,55.4,41.2,29.8,36.4,84.2,76.8,46.6,67.3,63.2
2018,61.8,63.7,46.9,39.7,36.7,92.4,84.0,82.3,54.9,37.8,28.9,38.9,84.2,76.8,46.7,67.4,63.2
2019,62.0,63.2,42.7,50.6,36.0,93.7,84.2,80.4,55.6,40.1,29.3,38.8,86.6,75.9,43.2,66.7,63.3
2020,62.6,62.9,47.0,45.6,36.4,92.9,84.6,82.3,55.1,40.7,29.3,38.6,90.6,76.7,44.3,66.9,63.0
2021,62.8,61.3,47.0,44.8,36.6,91.0,84.4,82.3,55.5,46.7,29.2,38.2,92.0,75.9,45.1,67.2,64.0
2022,62.8,60.4,47.0,44.8,36.5,90.9,84.4,83.1,55.5,46.4,29.3,38.6,92.5,76.1,45.1,66.8,64.0
2023,62.5,59.9,47.0,45.6,36.4,92.3,83.4,80.1,53.3,46.6,29.4,39.2,92.8,77.1,44.8,67.1,63.3
2024,62.3,59.4,47.0,43.8,36.5,91.2,83.4,81.0,56.3,46.7,29.1,39.2,93.1,76.3,44.5,67.1,59.5
