year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,127599,8831,6801,11399,705,10387,12528,17435,2237,4758,5738,7659,14918,3974,2375,12677,5177
2015,123954,9292,6895,11089,574,10298,12128,16618,2139,4326,5297,7372,14674,3670,2418,12159,5005
2016,126759,9488,6605,11392,730,10632,12359,16874,2264,4646,5347,7496,15347,3994,2575,12115,4895
2017,132289,9758,7366,11205,849,10824,11551,17629,2450,5018,6085,7859,16622,5133,2843,12075,5022
2018,133932,9981,7457,11537,928,10919,11322,18232,2415,4903,6365,7965,17495,4851,2988,11553,5021
2019,131586,9772,7119,11482,1048,11283,10671,18183,2367,4851,6181,7841,18017,3337,2520,12013,4901
2020,137144,9957,7249,11823,1242,11609,10738,19704,2617,5106,6398,8322,18360,3819,2609,12505,5086
2021,146911,10359,7616,12577,1429,12434,10761,22011,2796,5731,7272,9017,19742,4301,2777,12581,5507
2022,153609,10615,8195,13308,1624,12198,10662,24223,2834,5833,7624,9669,21296,4369,2516,12923,5720
2023,159815,11122,8800,13539,1769,12711,10738,26055,3094,5896,7990,10425,21990,3911,2356,13374,6045
