year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,2485,2190,2560,2426,1704,2725,3982,2852,1824,2790,1645,2493,3283,2474,1675,2292,1781
2011,2451,2168,2527,2396,1650,2706,3859,2814,1803,2748,1631,2465,3183,2448,1661,2286,1760
2012,2424,2157,2491,2343,1640,2640,3822,2792,1787,2707,1619,2448,3127,2430,1645,2280,1728
2013,2387,2129,2429,2300,1620,2571,3730,2746,1763,2668,1608,2423,3063,2372,1626,2254,1727
2014,2354,2116,2404,2276,1607,2506,3658,2685,1752,2592,1585,2412,3005,2341,1605,2233,1716
2015,2327,2088,2338,2234,1592,2447,3602,2651,1734,2557,1572,2398,2966,2297,1553,2216,1784
2016,2290,2051,2244,2203,1580,2399,3502,2616,1724,2506,1565,2382,2989,2267,1543,2179,1690
2017,2260,2035,2226,2183,1559,2342,3443,2596,1704,2482,1555,2371,2915,2231,1531,2118,1678
2018,2239,2017,2192,2161,1546,2285,3436,2577,1697,2457,1539,2360,2878,2205,1523,2109,1658
2019,2212,2003,2159,2136,1529,2235,3413,2554,1684,2378,1514,2352,2831,2177,1505,2081,1644
2020,2170,1984,2100,2054,1494,2176,3378,2566,1629,2310,1471,2345,2720,2104,1457,2055,1598
2021,2133,1957,2068,1985,1472,2133,3309,2537,1604,2261,1444,2313,2662,2057,1431,2027,1575
2022,2092,1933,2035,1937,1445,2090,3173,2497,1574,2215,1421,2276,2593,2003,1415,1993,1551
2023,2054,1908,2002,1905,1412,2045,3031,2466,1554,2182,1399,2221,2546,1968,1391,1962,1520
2024,2021,1884,1970,1870,1380,1987,2989,2419,1533,2149,1379,2218,2505,1932,1368,1927,1491
