REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,384,406,400,329,336,361,378,392,411,417
Dolnośląskie,,,,,,,49,49,31,30,34,39,39,41,44
Kujawsko-Pomorskie,,,,,,,25,25,17,18,26,25,25,25,25
Lubelskie,,,,,,,13,13,11,12,9,10,15,16,15
Lubuskie,,,,,,,14,14,9,12,11,12,11,12,12
Łódzkie,,,,,,,19,19,25,25,23,23,24,22,24
Małopolskie,,,,,,,22,23,15,16,17,19,19,32,34
Mazowieckie,,,,,,,48,47,56,60,63,61,65,66,68
Opolskie,,,,,,,24,23,15,12,13,13,12,13,13
Podkarpackie,,,,,,,11,11,8,9,8,10,11,12,13
Podlaskie,,,,,,,14,13,5,6,14,15,16,14,13
Pomorskie,,,,,,,47,44,32,30,30,32,34,34,39
Śląskie,,,,,,,27,26,28,27,31,30,31,34,31
Świętokrzyskie,,,,,,,6,6,5,6,6,7,7,7,7
Warmińsko-Mazurskie,,,,,,,16,16,12,13,12,12,12,14,14
Wielkopolskie,,,,,,,53,53,43,44,46,52,53,52,49
Zachodniopomorskie,,,,,,,18,18,17,16,18,18,18,17,16
