REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
Dolnośląskie,,,,,,,,,,,x,x,x,x,x
Kujawsko-Pomorskie,,,,,,,,,,,x,x,x,x,x
Lubelskie,,,,,,,,,,,x,x,x,x,x
Lubuskie,,,,,,,,,,,x,x,x,x,x
Łódzkie,,,,,,,,,,,x,x,x,x,x
Małopolskie,,,,,,,,,,,x,x,x,x,x
Mazowieckie,,,,,,,,,,,x,x,x,x,x
Opolskie,,,,,,,,,,,x,x,x,x,x
Podkarpackie,,,,,,,,,,,x,x,x,x,x
Podlaskie,,,,,,,,,,,x,x,x,x,x
Pomorskie,,,,,,,,,,,7.4,6.7,6.6,6.6,6.6
Śląskie,,,,,,,,,,,x,x,x,x,x
Świętokrzyskie,,,,,,,,,,,x,x,x,x,x
Warmińsko-Mazurskie,,,,,,,,,,,1.3,1.5,1.4,1.3,1.3
Wielkopolskie,,,,,,,,,,,x,x,x,x,x
Zachodniopomorskie,,,,,,,,,,,5.3,4.9,4.8,4.9,4.7
