year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,72.1,71.7,71.4,71.2,71.5,70.1,73.7,72.6,73.0,73.7,72.5,73.0,71.6,71.8,71.3,72.5,71.3
2011,72.4,72.1,72.2,71.7,71.5,70.4,73.9,72.7,73.4,74.1,73.3,73.4,71.9,72.0,71.5,72.9,71.8
2012,72.7,72.3,72.8,72.4,72.3,70.6,74.0,72.9,73.1,74.3,73.1,73.3,72.0,72.7,71.7,73.2,72.6
2013,73.1,72.5,72.9,72.7,72.2,70.7,74.8,73.4,73.5,74.8,73.2,74.1,72.4,72.8,71.9,73.5,72.7
2014,73.8,73.1,73.4,73.2,73.3,71.7,75.3,74.0,74.5,75.1,74.0,74.4,73.2,73.7,73.1,74.0,73.6
2015,73.6,73.2,73.5,73.3,72.8,71.4,75.1,74.0,73.8,74.9,73.8,74.2,73.0,73.0,72.7,73.7,73.5
2016,73.9,73.5,73.7,73.6,73.0,72.0,75.3,74.1,74.4,75.4,74.2,74.5,73.5,73.7,72.7,74.2,73.5
2017,74.0,73.5,74.0,73.6,73.4,71.9,75.4,74.0,74.1,75.6,74.2,74.8,73.4,73.8,73.0,74.1,73.7
2018,73.8,73.2,73.5,73.5,73.0,72.0,75.3,74.0,74.7,75.6,74.1,74.7,73.5,73.6,72.5,74.0,73.6
2019,74.1,73.5,73.7,73.9,72.9,72.5,75.3,74.3,74.5,75.4,74.3,74.8,73.8,73.8,73.0,74.3,73.6
2020,72.6,72.1,72.4,72.3,71.8,71.1,73.8,72.8,73.0,73.7,73.1,73.3,72.3,72.0,72.0,72.8,72.1
2021,71.8,71.4,71.3,71.3,70.5,70.6,73.5,71.6,72.4,72.7,71.5,72.7,71.3,71.6,70.8,72.1,71.5
2022,73.4,72.9,73.3,73.2,72.6,72.1,74.9,73.8,73.6,74.7,73.7,73.8,72.8,72.9,72.5,73.6,72.8
2023,74.7,74.3,74.1,74.3,74.1,73.2,76.2,74.8,75.3,76.1,74.8,75.2,74.3,73.9,74.0,74.8,74.1
