REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,37896,41101,42624,43063,44998,47643,49160,52601,56581,60976,63577,71985,82079,90759,97357
Dolnośląskie,42655,46622,48121,47916,50268,53030,54405,58011,61712,66512,69460,79686,88480,96997,103643
Kujawsko-Pomorskie,31385,33540,34551,35297,36662,38814,40044,42484,45883,48404,52331,59125,68130,72843,78539
Lubelskie,26486,28998,30283,30894,31951,33153,34413,36965,38967,42159,45003,50508,57467,62534,68770
Lubuskie,32281,34321,35570,36125,38339,39971,41482,43667,46562,49603,52322,59202,66799,72438,77733
Łódzkie,35589,38300,40057,40361,42360,44695,46039,49152,52725,57435,61458,68569,77383,86151,92091
Małopolskie,33286,36474,37584,38062,39985,42858,44457,47950,51984,55604,57503,65625,72946,80976,87269
Mazowieckie,59303,64373,67247,68358,70909,75087,77268,83182,90007,98051,98747,109612,126381,142761,153228
Opolskie,31915,34497,35422,35645,37749,39672,40397,43010,46096,49493,51572,60138,66678,72963,78488
Podkarpackie,26583,29074,30064,30909,32240,34074,35031,37042,40217,43396,45460,52000,58221,64987,71021
Podlaskie,28605,31130,31625,32630,33893,35109,36154,39156,41911,45443,49135,54803,63697,70079,75601
Pomorskie,36279,39285,41475,41243,42676,45597,47457,50528,54769,58954,59384,69075,80885,86643,92806
Śląskie,40242,43719,44775,44398,46434,49190,50696,54151,58366,62097,63439,73819,85942,93591,97509
Świętokrzyskie,29728,31867,32476,32098,33597,35148,35949,38344,41681,44330,47801,53932,60075,67847,74695
Warmińsko-Mazurskie,27785,29828,30731,31087,32712,34131,35401,37354,39334,41930,46112,51969,58536,64077,69137
Wielkopolskie,39688,43104,44914,45975,48142,51469,53406,57136,60801,65815,68144,76121,85665,95104,102129
Zachodniopomorskie,32633,34684,35967,36205,38222,40632,41511,44262,47554,50747,53922,60693,67261,74398,79783
