REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,1.8,1.8,1.8,1.7,1.7,1.8,1.8,1.9
Dolnośląskie,,,,,,,,1.7,1.5,1.5,1.4,1.5,1.5,1.5,1.5
Kujawsko-Pomorskie,,,,,,,,2.7,2.5,2.5,2.3,2.3,2.3,2.3,2.4
Lubelskie,,,,,,,,1.9,2.0,1.9,1.7,1.6,1.7,1.7,1.8
Lubuskie,,,,,,,,3.4,3.4,3.6,3.1,2.8,3.0,3.0,3.4
Łódzkie,,,,,,,,1.9,1.9,1.8,1.7,1.7,1.8,1.9,2.0
Małopolskie,,,,,,,,1.5,1.5,1.4,1.4,1.5,1.8,1.7,1.7
Mazowieckie,,,,,,,,1.4,1.4,1.4,1.3,1.3,1.4,1.5,1.5
Opolskie,,,,,,,,1.7,1.8,1.8,1.8,1.9,1.8,1.8,1.9
Podkarpackie,,,,,,,,2.6,2.4,2.4,2.2,2.3,2.4,2.7,2.9
Podlaskie,,,,,,,,1.7,1.7,1.7,1.6,1.7,1.8,1.8,2.0
Pomorskie,,,,,,,,2.3,2.2,2.2,2.1,2.2,2.1,2.4,2.5
Śląskie,,,,,,,,1.7,1.7,1.7,1.6,1.6,1.7,1.9,2.1
Świętokrzyskie,,,,,,,,2.8,2.8,2.9,2.8,2.8,2.9,3.1,3.3
Warmińsko-Mazurskie,,,,,,,,1.9,1.8,2.5,2.4,2.4,2.4,2.5,2.6
Wielkopolskie,,,,,,,,2.6,2.5,1.7,1.6,1.7,1.7,1.6,1.6
Zachodniopomorskie,,,,,,,,2.1,1.8,1.8,1.6,1.5,1.6,1.6,1.7
