REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,2885,2339,1711,975,410,89
Dolnośląskie,,,,,,,,,,309,252,171,89,41,0
Kujawsko-Pomorskie,,,,,,,,,,0,0,0,0,0,0
Lubelskie,,,,,,,,,,272,228,163,106,37,0
Lubuskie,,,,,,,,,,0,0,0,0,0,0
Łódzkie,,,,,,,,,,488,424,356,284,161,47
Małopolskie,,,,,,,,,,0,0,0,0,0,0
Mazowieckie,,,,,,,,,,425,333,196,87,31,23
Opolskie,,,,,,,,,,0,0,0,0,0,0
Podkarpackie,,,,,,,,,,0,0,0,0,0,0
Podlaskie,,,,,,,,,,215,181,145,50,14,0
Pomorskie,,,,,,,,,,296,239,185,115,53,14
Śląskie,,,,,,,,,,468,366,275,169,61,5
Świętokrzyskie,,,,,,,,,,0,0,0,0,0,0
Warmińsko-Mazurskie,,,,,,,,,,0,0,0,0,0,0
Wielkopolskie,,,,,,,,,,133,89,50,0,0,0
Zachodniopomorskie,,,,,,,,,,279,227,170,75,12,0
