year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,51,0,0,0,0,0,0,2,0,0,7,14,0,0,12,16,0
2011,23,11,0,0,1,0,0,1,0,0,2,0,0,0,0,8,0
2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,9,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
2014,32,0,22,1,0,0,0,0,0,0,0,0,0,0,1,0,8
2015,27,1,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0
2016,4,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2017,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
2018,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2021,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023,5,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
