year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,42.2,43.6,36.2,39.3,40.6,57.6,34.1,46.6,37.6,29.3,42.0,40.0,52.8,41.0,32.3,36.9,42.9
2011,42.7,41.6,39.9,40.8,43.6,59.3,34.7,47.8,37.1,33.5,42.0,37.4,51.7,40.9,34.3,37.0,42.4
2012,43.0,45.9,36.8,35.0,40.0,60.9,35.0,48.6,40.3,29.5,40.9,42.7,54.2,39.0,42.3,33.6,41.5
2013,43.0,43.9,39.9,38.3,41.7,61.1,35.1,47.3,40.6,31.0,41.5,41.7,53.9,34.6,36.8,36.7,41.0
2014,40.0,42.8,28.8,37.7,31.4,57.7,32.7,44.2,40.9,24.1,43.6,42.7,50.5,32.3,38.4,32.9,38.7
2015,38.4,41.1,23.9,32.0,26.7,57.7,34.1,42.8,33.9,18.4,43.6,41.8,51.7,20.9,40.3,31.3,42.0
2016,41.8,43.0,39.9,27.3,40.8,56.5,37.3,44.1,28.1,32.1,45.8,43.6,55.3,27.4,47.0,31.4,46.2
2017,43.5,41.9,43.3,32.5,39.9,59.2,34.6,46.3,40.0,33.7,42.5,47.0,58.8,33.8,47.4,31.9,45.8
2018,45.1,46.0,45.5,26.9,44.0,59.8,35.2,44.8,49.8,35.7,45.8,50.5,61.6,28.5,52.1,35.6,47.5
2019,45.8,50.1,47.9,26.2,50.1,64.9,35.7,42.9,57.9,39.1,43.3,49.7,61.4,27.0,51.8,35.8,46.0
2020,49.3,50.0,47.4,35.9,54.1,69.2,37.9,47.3,67.9,41.2,47.9,53.4,64.0,34.8,52.7,37.5,52.9
2021,54.5,65.9,56.9,43.5,53.6,72.1,42.4,47.6,57.0,38.7,50.4,53.3,72.0,54.5,60.6,43.8,62.1
2022,54.3,68.7,57.1,46.9,58.0,67.0,41.8,43.7,55.1,41.1,40.3,60.9,72.7,53.6,55.8,45.4,61.0
2023,52.9,70.9,55.5,51.5,51.8,64.4,40.7,44.5,52.6,39.8,31.6,55.2,69.1,51.1,55.6,45.9,56.8
