REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,57.6,81.4,60.2,67.5,118.4,110.8,65.6,60.3,76.6,106.4,98.0,115.8,117.8,143.0,135.4
Dolnośląskie,15.9,19.6,27.2,45.5,196.4,185.8,38.7,15.7,46.8,84.2,110.4,83.3,192.8,260.6,316.2
Kujawsko-Pomorskie,49.2,47.8,43.3,10.0,34.1,55.8,95.6,53.6,27.0,24.7,50.9,49.8,60.3,91.2,184.7
Lubelskie,28.5,74.3,84.0,18.1,24.1,73.9,10.1,10.4,171.2,135.4,99.4,125.8,122.1,148.8,46.4
Lubuskie,28.9,41.4,16.1,10.2,59.3,93.6,21.7,25.4,41.0,27.9,35.1,144.7,125.0,104.0,27.5
Łódzkie,54.4,140.7,68.6,66.5,65.4,58.9,71.3,54.3,73.4,97.2,154.4,130.1,120.7,263.6,122.9
Małopolskie,24.6,43.0,20.3,48.9,138.6,136.6,90.1,51.2,79.1,42.3,54.0,60.4,121.5,104.4,64.4
Mazowieckie,101.4,82.4,33.7,75.8,172.2,146.9,72.0,55.0,95.5,224.8,94.4,188.2,97.9,134.8,96.5
Opolskie,73.5,49.3,61.6,131.6,181.3,206.9,201.4,97.4,57.6,117.0,147.2,233.1,207.5,284.2,312.5
Podkarpackie,30.2,42.2,40.6,28.3,13.4,36.8,20.3,19.8,27.5,46.8,29.6,46.7,47.6,86.8,61.8
Podlaskie,16.5,11.8,94.1,20.6,27.7,47.5,5.0,9.8,41.6,90.7,55.8,66.8,59.7,49.4,78.0
Pomorskie,48.9,57.4,43.7,98.8,161.8,119.5,94.1,147.4,77.0,53.6,114.5,75.2,98.4,76.5,98.4
Śląskie,34.5,77.2,85.6,87.7,149.2,159.3,134.0,123.1,116.5,148.0,125.6,138.5,104.6,94.8,141.9
Świętokrzyskie,72.5,330.9,292.3,384.5,258.4,108.8,56.9,29.2,21.0,85.9,147.5,93.4,135.8,174.0,56.6
Warmińsko-Mazurskie,44.8,46.6,85.8,57.9,27.1,8.2,9.5,23.8,38.4,44.0,54.6,148.1,54.1,172.6,73.0
Wielkopolskie,48.1,95.9,40.4,41.1,127.8,81.8,17.9,7.5,24.2,124.8,127.4,133.4,226.9,218.4,318.5
Zachodniopomorskie,272.7,216.8,79.4,57.8,84.9,103.5,42.6,209.6,200.8,89.6,119.8,80.3,49.4,20.8,13.5
