REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.034,0.033,0.032,0.032,0.032,0.033,0.034,0.034,0.035,0.035,0.035,0.036,0.036,0.037,0.038
Dolnośląskie,0.035,0.035,0.035,0.035,0.035,0.037,0.038,0.039,0.039,0.04,0.04,0.041,0.042,0.043,0.042
Kujawsko-Pomorskie,0.034,0.034,0.033,0.034,0.032,0.031,0.032,0.033,0.033,0.033,0.032,0.034,0.034,0.035,0.036
Lubelskie,0.023,0.023,0.022,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.025,0.026,0.026,0.027,0.027
Lubuskie,0.029,0.03,0.033,0.03,0.03,0.03,0.032,0.033,0.032,0.032,0.033,0.036,0.033,0.037,0.039
Łódzkie,0.035,0.034,0.034,0.033,0.032,0.033,0.033,0.033,0.034,0.035,0.035,0.035,0.036,0.037,0.038
Małopolskie,0.035,0.032,0.03,0.029,0.03,0.031,0.032,0.034,0.034,0.034,0.033,0.034,0.034,0.036,0.037
Mazowieckie,0.045,0.039,0.038,0.038,0.038,0.038,0.039,0.04,0.041,0.041,0.041,0.042,0.042,0.042,0.044
Opolskie,0.029,0.03,0.029,0.029,0.03,0.031,0.032,0.032,0.032,0.033,0.034,0.034,0.034,0.036,0.036
Podkarpackie,0.025,0.026,0.027,0.027,0.027,0.027,0.028,0.029,0.029,0.03,0.031,0.031,0.032,0.033,0.033
Podlaskie,0.028,0.028,0.028,0.027,0.027,0.027,0.028,0.028,0.029,0.029,0.029,0.03,0.03,0.031,0.031
Pomorskie,0.035,0.035,0.035,0.035,0.035,0.035,0.036,0.037,0.038,0.038,0.038,0.038,0.038,0.038,0.04
Śląskie,0.032,0.032,0.032,0.032,0.032,0.033,0.034,0.034,0.034,0.035,0.035,0.036,0.036,0.036,0.038
Świętokrzyskie,0.026,0.026,0.025,0.027,0.028,0.028,0.029,0.028,0.028,0.028,0.028,0.029,0.03,0.03,0.031
Warmińsko-Mazurskie,0.032,0.031,0.032,0.031,0.031,0.031,0.033,0.034,0.033,0.033,0.034,0.034,0.034,0.035,0.036
Wielkopolskie,0.031,0.031,0.031,0.032,0.032,0.032,0.033,0.034,0.034,0.035,0.035,0.035,0.036,0.037,0.038
Zachodniopomorskie,0.042,0.043,0.043,0.042,0.042,0.042,0.042,0.042,0.043,0.04,0.042,0.042,0.042,0.043,0.045
