year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.55,0.75,0.48,0.23,0.36,0.48,1.14,0.35,0.42,1.78,0.19,0.46,1.34,0.24,0.3,0.48,0.41
2011,0.55,0.75,0.48,0.24,0.36,0.48,1.13,0.36,0.43,1.79,0.18,0.47,1.35,0.25,0.27,0.48,0.41
2012,0.55,0.75,0.48,0.24,0.36,0.49,1.14,0.36,0.43,1.8,0.19,0.47,1.37,0.26,0.27,0.48,0.41
2013,0.55,0.75,0.49,0.24,0.36,0.5,1.15,0.36,0.43,1.81,0.19,0.47,1.34,0.26,0.27,0.49,0.41
2014,0.56,0.76,0.49,0.25,0.37,0.5,1.14,0.36,0.43,1.8,0.2,0.47,1.35,0.25,0.27,0.51,0.41
2015,0.56,0.76,0.49,0.25,0.4,0.5,1.15,0.36,0.42,1.8,0.2,0.47,1.36,0.25,0.27,0.5,0.42
2016,0.57,0.78,0.49,0.25,0.4,0.51,1.16,0.37,0.43,1.79,0.2,0.48,1.39,0.26,0.28,0.52,0.43
2017,0.57,0.81,0.49,0.25,0.4,0.52,1.17,0.38,0.43,1.8,0.2,0.48,1.35,0.27,0.28,0.53,0.43
2018,0.58,0.81,0.49,0.26,0.41,0.52,1.16,0.39,0.43,1.81,0.2,0.49,1.36,0.28,0.28,0.52,0.44
2019,0.58,0.79,0.49,0.25,0.41,0.52,1.17,0.39,0.44,1.88,0.2,0.49,1.36,0.29,0.28,0.52,0.44
2020,0.58,0.8,0.46,0.26,0.41,0.52,1.18,0.39,0.44,1.85,0.2,0.49,1.38,0.29,0.29,0.52,0.45
2021,0.58,0.81,0.46,0.26,0.41,0.53,1.2,0.39,0.45,1.85,0.21,0.5,1.4,0.3,0.29,0.52,0.45
2022,0.59,0.83,0.47,0.26,0.41,0.54,1.2,0.39,0.47,1.85,0.21,0.49,1.4,0.31,0.29,0.53,0.44
2023,0.59,0.83,0.47,0.26,0.41,0.54,1.21,0.39,0.48,1.86,0.21,0.47,1.4,0.31,0.29,0.54,0.44
2024,0.59,0.82,0.47,0.26,0.41,0.53,1.21,0.39,0.47,1.9,0.21,0.48,1.39,0.31,0.29,0.54,0.45
