REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,,,1558091.0,1510529.8,1530701.4,1544209.9,1561324.9,1605451.8
Dolnośląskie,,,,,,,,,,126003.8,125968.0,128113.0,130153.1,128085.9,130635.2
Kujawsko-Pomorskie,,,,,,,,,,103719.5,100707.7,100366.7,101952.1,104178.9,106834.3
Lubelskie,,,,,,,,,,95313.9,93610.6,93873.5,95518.5,95208.0,99033.0
Lubuskie,,,,,,,,,,48984.3,48474.4,47647.3,49614.3,49729.9,50740.5
Łódzkie,,,,,,,,,,138807.3,133188.5,131809.4,131016.3,132539.9,137576.3
Małopolskie,,,,,,,,,,64261.4,61251.8,61077.8,61700.6,63690.1,66352.1
Mazowieckie,,,,,,,,,,191259.8,190598.1,189808.4,193405.7,200154.9,212407.9
Opolskie,,,,,,,,,,44832.2,44100.2,43791.4,43956.1,43336.2,45866.8
Podkarpackie,,,,,,,,,,45654.8,45080.2,45314.5,46318.9,46271.6,48749.9
Podlaskie,,,,,,,,,,56554.2,54536.1,54623.9,54230.3,56246.8,58146.8
Pomorskie,,,,,,,,,,120967.4,121376.8,123350.0,125259.6,125972.3,127075.9
Śląskie,,,,,,,,,,105055.8,82847.0,101984.7,101456.5,101946.6,104961.6
Świętokrzyskie,,,,,,,,,,57036.9,57539.9,57046.3,56599.9,56041.7,57706.3
Warmińsko-Mazurskie,,,,,,,,,,75712.0,74201.0,74704.4,73808.6,75620.3,77087.2
Wielkopolskie,,,,,,,,,,205658.9,201999.7,200918.4,202572.3,205619.2,205585.3
Zachodniopomorskie,,,,,,,,,,78268.8,75049.8,76271.7,76647.1,76682.6,76692.7
