year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,32.9,31.1,40.4,31.8,29.7,31.1,27.9,39.1,23.8,24.0,30.5,32.1,39.4,40.2,33.0,34.9,34.8
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,34.3,34.5,38.4,36.8,36.8,28.7,31.4,38.9,28.1,26.3,34.7,31.2,38.9,37.6,33.3,35.5,33.9
2019,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,
2022,38.6,39.1,33.4,35.2,40.8,33.6,35.8,42.7,33.8,32.7,36.4,37.8,47.2,34.7,38.7,44.4,36.0
2023,,,,,,,,,,,,,,,,,
