year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,102.8,102.7,111.7,101.3,101.5,97.3,85.0,108.8,99.1,101.7,108.4,99.2,91.8,97.6,94.5,106.7,103.9
2014,109.1,113.0,109.1,106.7,108.1,123.8,117.6,103.7,109.3,104.6,100.0,118.4,103.1,113.4,108.5,107.5,114.3
2015,96.2,95.9,91.4,94.0,91.4,88.6,90.2,100.2,93.0,94.6,99.9,94.9,99.6,97.6,98.9,99.8,96.5
2016,106.8,109.8,110.6,116.7,103.0,110.5,115.1,107.8,107.6,108.3,93.0,93.7,116.0,113.5,105.0,104.8,96.2
2017,102.5,97.8,99.6,100.9,97.2,96.7,94.5,106.1,93.7,99.9,111.0,108.6,98.4,98.2,104.5,107.3,96.9
2018,99.0,91.0,96.5,96.8,88.8,96.1,100.5,107.3,104.1,100.7,95.9,96.4,102.8,109.2,95.2,97.3,93.9
2019,100.3,101.7,97.8,95.6,102.1,97.6,95.1,93.8,100.2,94.0,107.0,104.4,117.3,85.7,102.0,107.7,112.1
2020,107.7,115.0,113.7,106.9,105.1,120.6,107.3,113.9,110.9,104.6,98.9,106.9,91.8,112.9,112.2,95.8,112.8
2021,99.7,88.6,93.4,96.7,120.2,94.6,88.6,100.7,100.4,102.0,114.6,97.2,94.6,97.2,102.7,102.4,107.2
2022,105.3,96.4,108.7,101.5,90.1,111.4,96.7,110.5,95.6,93.4,101.5,102.7,88.5,98.9,118.7,106.6,117.5
2023,104.7,97.0,93.5,94.4,87.9,97.4,60.5,180.4,107.1,91.3,100.6,97.2,98.6,92.0,174.1,98.0,92.0
