REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,26.4,27.2,28.0,28.8,29.2,29.7,30.1,30.5,30.8,31.2,31.4,31.7,32.3,32.3,32.5
Dolnośląskie,53.5,55.4,56.9,58.9,59.2,60.3,62.1,63.3,64.5,65.2,65.8,66.2,67.0,67.5,67.8
Kujawsko-Pomorskie,3.8,4.6,4.9,5.2,5.4,5.9,6.3,6.6,7.1,7.3,7.7,7.9,8.7,8.9,9.1
Lubelskie,56.2,57.0,58.0,57.9,57.6,57.7,57.1,56.4,56.5,56.7,57.1,57.3,57.4,57.6,57.6
Lubuskie,6.3,7.0,7.4,8.1,8.3,8.4,8.9,9.3,9.3,9.5,9.2,9.3,9.9,10.0,10.0
Łódzkie,29.0,28.8,29.0,30.9,31.7,32.0,32.4,32.7,32.8,33.0,33.2,33.3,33.7,33.9,34.2
Małopolskie,61.6,64.5,65.5,66.1,66.3,66.4,66.4,66.9,67.7,68.0,68.5,69.1,70.5,70.6,70.9
Mazowieckie,28.9,29.2,29.5,29.9,31.0,31.3,31.6,32.2,32.5,33.2,33.5,33.9,34.2,34.2,34.4
Opolskie,36.3,35.5,37.4,39.0,40.0,39.9,40.5,41.3,40.5,41.4,41.5,42.9,43.3,43.5,44.0
Podkarpackie,7.0,7.8,7.9,8.1,8.5,8.7,8.7,8.9,9.1,9.1,9.2,9.3,9.3,9.5,9.5
Podlaskie,14.3,14.5,14.9,16.5,16.7,16.7,16.7,16.8,16.2,16.3,16.4,16.5,17.3,17.4,17.4
Pomorskie,14.7,15.6,16.9,17.8,19.0,19.9,20.2,20.5,20.7,20.8,21.5,21.9,22.8,21.7,22.0
Śląskie,61.7,63.5,63.4,65.3,65.7,66.4,68.5,69.4,71.2,71.5,71.7,73.0,74.7,75.1,75.6
Świętokrzyskie,21.1,21.7,24.8,27.1,28.2,29.8,30.7,30.8,31.1,31.1,31.2,31.3,31.7,31.8,31.9
Warmińsko-Mazurskie,11.5,11.8,12.2,11.9,12.1,12.5,12.9,13.1,13.4,14.6,13.6,13.9,14.2,14.3,14.5
Wielkopolskie,15.7,16.8,17.3,17.8,18.3,19.1,20.0,20.4,20.8,21.0,21.2,21.4,22.1,22.6,22.9
Zachodniopomorskie,15.6,16.4,17.6,18.1,18.4,19.0,19.1,19.3,20.2,20.7,20.8,20.9,20.9,20.7,21.0
