year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,1.8,1.7,2.7,1.9,3.4,1.9,1.5,1.4,1.7,2.6,1.7,2.3,1.7,2.8,1.9,2.6,2.1
2018,1.8,1.5,2.5,2.0,3.4,1.9,1.5,1.4,1.8,2.4,1.7,2.2,1.7,2.8,1.8,2.5,1.8
2019,1.8,1.5,2.5,1.9,3.6,1.8,1.4,1.4,1.8,2.4,1.7,2.2,1.7,2.9,2.5,1.7,1.8
2020,1.7,1.4,2.3,1.7,3.1,1.7,1.4,1.3,1.8,2.2,1.6,2.1,1.6,2.8,2.4,1.6,1.6
2021,1.7,1.5,2.3,1.6,2.8,1.7,1.5,1.3,1.9,2.3,1.7,2.2,1.6,2.8,2.4,1.7,1.5
2022,1.8,1.5,2.3,1.7,3.0,1.8,1.8,1.4,1.8,2.4,1.8,2.1,1.7,2.9,2.4,1.7,1.6
2023,1.8,1.5,2.3,1.7,3.0,1.9,1.7,1.5,1.8,2.7,1.8,2.4,1.9,3.1,2.5,1.6,1.6
2024,1.9,1.5,2.4,1.8,3.4,2.0,1.7,1.5,1.9,2.9,2.0,2.5,2.1,3.3,2.6,1.6,1.7
