year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,100.0,113.4,130.2,60.4,195.4,94.0,40.7,138.3,134.8,28.9,112.0,157.6,88.2,56.1,191.3,142.1,214.4
2011,100.0,116.2,126.6,67.1,194.6,94.5,41.5,142.0,137.7,29.6,109.9,151.5,87.0,58.5,192.5,133.7,191.6
2012,100.0,112.3,131.3,64.0,195.3,91.0,39.5,140.2,134.5,28.0,108.5,161.2,90.3,54.4,190.4,144.2,202.0
2013,100.0,103.4,140.8,64.6,187.8,91.7,35.5,149.6,118.8,27.8,117.7,154.4,81.4,54.6,178.7,141.4,201.5
2014,100.0,105.2,137.3,61.0,203.3,100.5,38.0,142.0,116.5,27.4,110.5,166.6,80.9,56.0,184.9,142.5,205.0
2015,100.0,108.5,126.3,60.2,200.9,91.8,37.3,150.2,105.0,27.0,105.8,162.5,83.2,57.6,188.1,144.1,218.2
2016,100.0,108.8,129.9,65.4,187.9,94.8,39.0,144.5,113.5,26.6,105.9,163.5,84.0,58.0,183.9,145.5,195.7
2017,100.0,103.6,131.6,67.2,162.2,95.2,36.6,152.6,110.0,25.7,109.7,163.6,78.7,58.8,177.0,148.8,169.6
2018,100.0,107.9,129.7,65.4,154.3,90.7,36.8,162.1,106.5,24.1,108.5,162.2,79.8,61.7,175.4,142.8,170.2
2019,100.0,99.1,126.6,66.9,158.4,93.8,37.1,159.6,98.5,23.7,112.7,158.0,85.5,60.3,170.0,146.2,180.3
2020,100.0,103.0,117.8,68.5,143.2,92.8,42.6,142.2,99.4,32.0,97.5,132.3,96.0,66.8,153.5,128.9,151.5
2021,100.0,101.1,119.5,69.2,167.9,92.3,36.7,140.1,109.0,30.2,103.8,134.6,94.2,65.7,158.3,121.9,174.6
2022,100.0,94.5,126.0,65.9,140.7,98.3,34.5,139.0,112.1,28.2,102.5,136.0,88.9,61.2,157.3,131.1,181.2
2023,100.0,97.9,121.9,66.0,146.0,97.4,34.4,138.2,110.6,27.9,102.7,139.9,89.8,61.0,156.6,133.5,177.2
