year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,10.0,11.4,10.7,10.4,10.5,9.6,10.0,7.6,9.9,13.8,10.6,9.5,9.2,12.8,9.8,8.9,12.5
2011,9.9,10.7,11.1,10.9,9.5,9.6,10.3,8.0,9.4,14.7,9.5,8.6,9.2,13.8,9.6,8.8,11.8
2012,10.4,11.2,12.0,11.0,9.1,11.4,11.3,8.1,9.6,15.3,9.7,9.7,9.4,13.9,11.2,8.6,11.1
2013,10.6,11.3,12.6,10.9,9.7,11.4,11.7,8.1,9.5,16.3,10.2,10.1,9.7,13.7,11.6,8.9,10.1
2014,9.2,9.2,10.8,10.2,8.5,9.1,9.7,7.3,7.8,15.5,9.4,8.7,8.6,12.0,9.9,7.8,8.5
2015,7.7,7.0,8.0,9.5,6.4,7.9,7.5,6.5,6.5,12.7,7.2,6.6,7.2,10.7,9.5,5.9,7.5
2016,6.3,5.4,7.4,8.2,4.7,5.7,5.5,5.6,5.1,10.3,7.0,5.8,5.4,9.2,8.8,4.9,6.9
2017,4.9,4.6,5.5,7.3,3.6,4.6,4.4,4.9,4.3,9.1,4.8,4.3,3.9,7.3,7.2,3.2,4.7
2018,3.9,3.3,4.3,6.4,3.0,4.4,3.0,3.8,3.1,7.0,3.2,3.0,3.4,6.0,5.7,2.2,3.8
2019,3.3,3.3,3.9,5.5,2.0,3.7,3.0,3.0,3.2,5.4,3.1,2.8,2.4,4.2,3.3,2.6,3.1
2020,3.2,3.2,3.1,5.7,2.2,3.1,2.7,3.4,2.8,4.5,2.9,3.2,2.7,4.5,3.1,1.8,3.4
2021,3.4,4.1,4.5,5.2,0.0,4.5,3.2,2.8,2.7,4.8,3.2,2.3,2.9,4.5,3.5,2.3,3.5
2022,2.9,3.5,3.9,4.8,0.0,3.4,2.4,2.6,2.8,4.7,2.5,1.9,2.2,3.7,3.3,2.0,2.4
2023,2.8,3.1,3.8,3.9,0.0,3.9,2.3,2.4,2.8,4.3,2.3,1.9,2.5,3.8,2.5,2.8,2.2
2024,2.9,3.3,4.1,3.3,0.0,3.4,2.5,2.9,2.3,3.6,2.9,2.1,2.4,3.7,3.8,2.3,2.8
