year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,8.7,7.0,11.6,10.1,10.3,8.2,7.0,7.6,6.5,11.9,10.2,9.0,5.7,11.7,14.3,8.0,10.4
2011,8.1,6.4,10.9,9.6,9.4,7.8,6.6,6.9,6.1,10.8,9.9,8.6,5.2,10.6,13.2,7.5,9.7
2012,8.1,6.1,11.0,9.6,9.2,7.9,6.7,6.8,6.0,11.0,9.8,8.6,5.4,10.8,13.5,7.5,9.7
2013,8.3,6.3,11.5,9.8,9.5,8.2,6.7,7.0,6.4,11.3,10.3,8.7,5.6,11.1,14.0,7.7,9.7
2014,7.7,5.8,10.5,9.2,8.8,7.6,6.4,6.5,6.1,10.5,9.6,8.0,5.3,10.2,12.8,7.0,8.5
2015,7.1,5.2,9.7,8.6,8.1,7.0,6.1,6.0,5.6,9.8,9.0,7.4,4.9,9.5,11.9,6.4,7.7
2016,6.5,4.7,8.8,7.8,7.3,6.4,5.5,5.5,5.2,8.9,8.2,6.8,4.4,8.6,10.9,5.7,6.9
2017,5.7,4.1,8.0,6.6,6.5,5.6,4.8,4.8,4.7,7.8,7.3,5.9,3.8,7.6,9.6,5.1,6.0
2018,5.1,3.7,7.2,5.9,5.8,5.3,4.5,4.4,4.3,7.0,6.7,5.3,3.4,6.9,8.7,4.6,5.4
2019,4.6,3.3,6.6,5.4,5.1,4.5,4.1,3.9,4.0,6.2,6.1,4.8,3.0,6.3,8.0,4.3,4.8
2020,4.2,3.0,6.0,4.7,4.8,4.0,3.7,3.4,3.7,5.5,5.5,4.3,2.8,5.7,7.4,3.9,4.3
2021,3.7,2.7,5.6,4.1,4.3,3.6,3.4,3.0,3.4,4.8,5.0,3.9,2.6,5.0,6.5,3.5,3.9
2022,3.4,2.5,5.2,3.8,3.8,3.3,3.0,2.8,3.1,4.4,4.6,3.6,2.4,4.6,6.0,3.3,3.5
2023,3.4,2.5,4.9,3.8,3.7,3.4,3.0,2.7,3.1,4.3,4.6,3.6,2.3,4.5,5.8,3.3,3.6
2024,3.1,2.3,4.6,3.5,3.4,3.1,2.7,2.5,2.9,4.0,4.3,3.3,2.2,4.3,5.2,3.0,3.3
