year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,53.6,53.9,53.8,52.9,55.2,54.6,49.8,57.4,52.5,48.0,52.6,54.9,52.2,53.2,52.7,57.0,52.1
2011,54.0,53.3,53.7,53.8,54.5,55.4,50.5,58.7,53.0,47.8,53.5,53.9,53.2,53.6,51.3,56.7,51.2
2012,54.5,53.8,55.7,54.1,53.3,55.2,51.3,59.7,54.0,48.7,54.1,55.2,53.5,54.1,50.9,56.9,51.8
2013,54.7,54.0,55.3,53.9,54.0,56.2,52.1,59.1,53.4,49.8,54.2,55.9,53.6,52.7,51.4,57.5,52.4
2014,55.2,55.2,54.9,54.5,53.7,57.0,52.6,61.0,53.8,49.5,54.7,55.6,53.8,52.4,50.8,57.4,52.7
2015,55.3,55.5,55.1,54.7,54.5,56.2,52.5,60.7,54.2,49.6,54.1,57.4,53.1,53.4,51.9,57.5,52.1
2016,55.6,56.8,55.4,53.8,55.7,56.1,53.4,59.5,54.7,52.2,55.2,57.9,53.6,53.4,53.4,58.0,53.5
2017,56.0,56.4,54.9,53.9,55.7,57.2,53.7,60.2,55.9,52.9,55.6,58.4,53.7,53.1,53.9,59.1,53.6
2018,56.0,56.5,55.3,54.7,55.3,57.3,53.9,60.7,56.0,51.3,56.0,58.0,53.6,51.8,53.1,59.0,55.0
2019,56.2,58.5,55.7,53.4,55.6,55.4,55.1,60.9,55.9,51.3,55.5,59.7,53.5,51.5,52.5,59.0,54.7
2020,56.2,58.2,55.4,53.8,55.8,56.0,55.0,60.7,56.0,51.6,55.7,59.3,53.4,52.9,53.0,58.0,55.0
2021,58.2,59.4,57.7,56.4,56.0,57.9,57.3,62.6,58.9,52.8,57.9,60.1,55.8,55.5,55.4,60.9,56.0
2022,58.4,59.3,58.4,57.1,56.7,59.1,57.0,63.0,57.6,52.7,58.5,60.5,55.9,56.1,55.5,60.6,56.8
2023,58.7,60.0,58.1,56.5,57.7,58.4,57.6,63.5,57.5,53.7,58.6,60.6,56.7,55.3,55.2,60.5,57.3
2024,58.5,60.2,58.6,56.3,56.6,56.9,58.3,63.8,57.5,53.1,57.2,60.5,55.9,54.9,55.7,59.9,57.1
