year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,1.9,2.5,2.5,1.0,1.9,1.6,1.3,2.1,2.7,1.1,0.9,2.7,4.5,0.8,0.9,2.3,1.7
2012,2.2,3.0,2.8,1.1,2.6,2.1,1.6,2.5,3.1,1.8,1.1,3.3,5.1,0.9,1.0,2.8,2.0
2013,2.5,3.0,3.2,1.4,2.9,2.6,1.8,2.6,2.7,1.6,1.1,4.3,4.8,1.2,1.1,3.5,2.3
2014,3.0,3.9,4.3,1.7,3.3,3.0,2.1,3.1,3.0,2.1,1.6,5.4,5.3,1.4,1.6,3.9,2.7
2015,3.5,4.0,5.0,2.2,3.8,3.2,2.4,3.6,3.2,3.2,2.2,5.7,5.9,1.9,2.0,4.2,3.0
2016,3.6,3.5,5.2,2.5,3.7,3.5,2.7,4.0,3.3,3.0,2.3,6.0,6.3,2.0,2.1,4.5,3.2
2017,3.9,3.8,5.3,2.7,4.1,4.0,3.3,4.4,3.5,3.3,2.6,6.3,6.7,2.0,2.1,4.9,3.3
2018,4.5,4.5,5.8,3.0,4.3,4.2,3.6,5.6,4.4,3.5,2.9,6.8,7.6,2.4,2.3,6.1,3.7
2019,5.0,5.1,6.2,3.6,4.6,4.8,4.2,6.6,5.4,3.6,3.1,7.3,8.5,2.8,2.6,6.6,3.9
2020,5.5,5.6,6.8,4.1,5.1,5.2,5.1,7.2,5.9,3.8,3.6,8.1,9.7,3.4,2.8,7.2,4.4
2021,5.9,5.4,7.7,4.4,5.3,5.7,5.5,7.6,6.2,4.0,3.9,8.5,10.4,3.6,3.1,7.8,4.8
2022,6.3,6.2,8.2,4.6,5.4,6.2,6.0,8.0,6.8,4.2,4.1,8.9,11.2,3.8,3.3,8.7,5.4
2023,6.9,6.6,9.0,4.9,6.2,6.5,8.1,8.5,7.1,4.5,4.4,9.0,12.0,4.3,3.6,9.4,5.7
2024,7.4,7.3,9.6,5.2,6.6,7.0,8.9,9.0,7.3,4.9,4.6,9.3,13.2,4.6,4.0,10.3,5.9
