REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,80622,102926,126164,154944,181295,202783,216582,233846,256812,279113,295524,317034,343983,409888,477292
Dolnośląskie,3969,4736,5591,6557,7494,9623,10609,11566,11783,13322,14412,15880,17038,22372,25808
Kujawsko-Pomorskie,12205,14437,16717,19552,22316,24162,25425,27395,29293,32347,34050,35956,37721,44572,50453
Lubelskie,11217,14188,16948,18458,20607,22329,22547,23991,26020,27937,28908,31272,33952,38735,42733
Lubuskie,2015,2438,2760,3218,4240,4606,5257,5708,6850,8344,8716,9441,9591,11189,12852
Łódzkie,7184,8428,11579,15011,17456,20074,21095,22521,25257,27359,27884,30387,35952,43898,53222
Małopolskie,5430,7049,8484,11184,13429,15462,17000,18330,20337,22563,25195,25688,28671,33879,40427
Mazowieckie,9840,14353,17071,20834,24409,27056,28379,29888,32143,34178,35960,38513,41108,46172,52379
Opolskie,1463,2549,3152,3178,3562,4131,4471,4688,4798,5291,5958,6451,7827,8426,10442
Podkarpackie,632,930,1142,1562,2069,2460,2741,3159,3882,4419,4797,5453,6339,9811,12295
Podlaskie,5083,6416,8055,11081,13072,13785,14247,14913,15936,16758,17562,18663,19402,22268,25384
Pomorskie,2542,2877,3231,4016,5014,5479,6350,6992,7643,8312,9134,10001,10853,13448,16700
Śląskie,6229,7017,8407,10640,12192,13620,14920,16518,18432,18933,20319,21222,23313,27933,32786
Świętokrzyskie,1657,2964,4509,6178,7786,8630,8885,9227,10887,11692,12423,13657,14510,17367,20497
Warmińsko-Mazurskie,2070,2624,3246,4022,4752,5342,5948,6831,7747,8613,9145,10117,11002,13271,16091
Wielkopolskie,6961,9312,12048,15666,18297,20260,22355,24873,27445,29999,31683,33973,35757,43027,49809
Zachodniopomorskie,2125,2608,3224,3787,4600,5764,6353,7246,8359,9046,9378,10360,10947,13520,15414
