REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,9,10,11,11,10,11,12,12,13,10,10,10,11,10,10
Dolnośląskie,10,11,12,14,13,13,14,14,16,12,12,11,11,10,11
Kujawsko-Pomorskie,9,9,10,11,10,11,11,12,13,10,10,10,11,10,10
Lubelskie,11,12,13,13,13,13,14,14,15,12,12,12,12,12,12
Lubuskie,10,11,13,13,12,12,13,13,15,11,10,10,10,9,8
Łódzkie,11,12,12,12,12,13,14,14,16,12,13,13,14,13,13
Małopolskie,8,8,9,9,9,9,10,9,11,8,9,9,10,9,9
Mazowieckie,11,11,12,13,13,13,14,13,15,12,12,12,13,12,12
Opolskie,9,10,11,11,11,11,12,12,14,11,11,11,12,10,10
Podkarpackie,8,9,9,10,9,10,10,10,12,10,10,10,12,11,11
Podlaskie,10,11,12,12,12,13,14,15,15,13,14,14,15,14,14
Pomorskie,7,8,8,8,8,8,9,9,10,7,7,6,7,7,7
Śląskie,9,10,10,11,10,11,12,11,13,10,10,10,11,10,10
Świętokrzyskie,10,11,13,13,13,14,16,15,17,15,15,15,15,14,14
Warmińsko-Mazurskie,9,10,11,11,10,11,12,12,14,10,10,10,10,10,10
Wielkopolskie,7,7,8,8,7,8,8,8,9,7,8,8,8,7,7
Zachodniopomorskie,11,12,13,14,13,14,15,15,17,12,12,11,12,11,11
