REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.55,0.55,0.55,0.55,0.56,0.56,0.57,0.57,0.58,0.58,0.58,0.58,0.59,0.59,0.59
Dolnośląskie,0.75,0.75,0.75,0.75,0.76,0.76,0.78,0.81,0.81,0.79,0.8,0.81,0.83,0.83,0.82
Kujawsko-Pomorskie,0.48,0.48,0.48,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.46,0.46,0.47,0.47,0.47
Lubelskie,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.25,0.26,0.25,0.26,0.26,0.26,0.26,0.26
Lubuskie,0.36,0.36,0.36,0.36,0.37,0.4,0.4,0.4,0.41,0.41,0.41,0.41,0.41,0.41,0.41
Łódzkie,0.48,0.48,0.49,0.5,0.5,0.5,0.51,0.52,0.52,0.52,0.52,0.53,0.54,0.54,0.53
Małopolskie,1.14,1.13,1.14,1.15,1.14,1.15,1.16,1.17,1.16,1.17,1.18,1.2,1.2,1.21,1.21
Mazowieckie,0.35,0.36,0.36,0.36,0.36,0.36,0.37,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39
Opolskie,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.44,0.44,0.45,0.47,0.48,0.47
Podkarpackie,1.78,1.79,1.8,1.81,1.8,1.8,1.79,1.8,1.81,1.88,1.85,1.85,1.85,1.86,1.9
Podlaskie,0.19,0.18,0.19,0.19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.21,0.21,0.21,0.21
Pomorskie,0.46,0.47,0.47,0.47,0.47,0.47,0.48,0.48,0.49,0.49,0.49,0.5,0.49,0.47,0.48
Śląskie,1.34,1.35,1.37,1.34,1.35,1.36,1.39,1.35,1.36,1.36,1.38,1.4,1.4,1.4,1.39
Świętokrzyskie,0.24,0.25,0.26,0.26,0.25,0.25,0.26,0.27,0.28,0.29,0.29,0.3,0.31,0.31,0.31
Warmińsko-Mazurskie,0.3,0.27,0.27,0.27,0.27,0.27,0.28,0.28,0.28,0.28,0.29,0.29,0.29,0.29,0.29
Wielkopolskie,0.48,0.48,0.48,0.49,0.51,0.5,0.52,0.53,0.52,0.52,0.52,0.52,0.53,0.54,0.54
Zachodniopomorskie,0.41,0.41,0.41,0.41,0.41,0.42,0.43,0.43,0.44,0.44,0.45,0.45,0.44,0.44,0.45
