year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,
2019,81214,8908,5115,1954,2747,8104,1749,6904,2034,1365,902,8613,16628,2215,3214,5743,5019
2020,74859,8913,4916,1455,2591,7839,2262,6370,2098,1350,737,7489,15666,1978,3053,3590,4552
2021,71264,8749,4508,1428,2631,7158,1719,5837,1943,1403,738,6425,15107,2042,2989,4198,4389
2022,70192,8793,4356,1243,2563,7316,1930,5576,1960,1320,368,6558,14942,2072,2973,3617,4605
2023,67372,8493,4217,1273,2392,5958,1896,5442,1815,1158,562,6416,14303,1952,3464,3493,4538
