REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,109.1,110.8,109.2,109.9,105.4,107.1,104.7,104.7,101.9,99.0,98.0,105.5,106.2,104.1,104.0
Dolnośląskie,106.8,104.0,103.5,97.3,84.5,80.6,80.6,74.0,70.4,59.5,62.8,94.8,99.0,89.3,87.8
Kujawsko-Pomorskie,48.0,44.4,41.9,45.6,44.7,47.5,63.7,86.1,79.5,91.7,96.7,96.3,83.7,103.4,105.8
Lubelskie,36.9,38.4,37.9,22.5,21.5,30.6,39.5,35.6,32.6,39.9,45.1,35.7,32.2,53.4,56.9
Lubuskie,69.4,74.5,76.1,75.6,72.2,69.2,75.6,85.5,83.1,85.1,83.5,84.3,85.2,107.8,111.9
Łódzkie,268.0,280.9,316.9,315.6,310.0,305.4,290.2,305.6,286.0,258.2,259.1,261.7,277.8,238.9,211.3
Małopolskie,56.3,54.8,50.5,52.9,50.2,53.2,49.0,46.2,43.2,38.4,37.2,40.8,39.6,38.2,38.4
Mazowieckie,101.0,101.8,97.9,97.9,98.6,94.8,93.2,93.6,108.5,113.5,103.9,108.5,111.4,109.6,104.6
Opolskie,178.4,201.6,173.4,177.5,174.0,166.1,161.3,163.5,180.1,217.0,239.6,254.6,225.3,234.1,200.6
Podkarpackie,53.2,55.9,52.6,46.5,38.3,54.5,49.2,47.5,43.1,48.5,62.4,75.9,38.2,62.9,67.8
Podlaskie,23.5,29.6,25.8,30.0,33.3,42.7,41.4,39.3,32.5,40.0,40.2,42.1,47.1,62.9,64.6
Pomorskie,39.4,42.2,41.7,46.5,47.1,52.7,53.0,53.6,48.5,52.8,58.9,63.1,69.8,76.2,80.6
Śląskie,129.0,124.6,119.6,120.1,104.0,106.1,104.4,105.8,91.3,81.6,79.1,91.5,87.2,73.8,74.1
Świętokrzyskie,183.6,165.6,168.2,166.0,192.9,203.8,221.2,194.9,203.1,182.3,149.5,168.9,190.4,161.8,156.1
Warmińsko-Mazurskie,10.2,18.5,21.3,21.5,26.4,31.5,30.1,33.0,29.3,38.0,40.4,44.6,55.0,70.9,78.9
Wielkopolskie,113.5,116.8,116.9,118.6,112.0,111.2,101.8,89.1,77.5,74.2,73.0,70.3,71.4,80.5,81.9
Zachodniopomorskie,147.4,150.3,147.2,147.6,147.3,165.3,149.7,150.2,130.8,130.7,140.5,125.1,156.9,175.4,213.2
