year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,60.9,70.0,60.7,46.5,63.6,63.9,49.2,64.2,52.4,41.3,60.0,66.0,77.9,45.2,59.5,56.0,68.9
2011,60.8,69.9,60.5,46.5,63.5,63.8,49.1,64.2,52.4,41.4,60.3,65.8,77.8,45.1,59.4,55.8,68.9
2012,60.6,69.7,60.3,46.5,63.3,63.7,49.0,64.2,52.3,41.4,60.3,65.5,77.6,45.0,59.3,55.6,68.8
2013,60.5,69.5,60.1,46.4,63.2,63.5,48.8,64.2,52.2,41.3,60.4,65.3,77.5,44.9,59.3,55.3,68.7
2014,60.4,69.3,59.9,46.3,63.1,63.3,48.6,64.2,52.1,41.4,60.4,65.0,77.3,44.7,59.2,55.2,68.7
2015,60.3,69.2,59.8,46.2,65.0,63.2,48.6,64.3,52.0,41.3,60.5,64.5,77.2,44.7,59.2,55.0,68.6
2016,60.2,69.0,59.6,46.4,65.0,63.0,48.4,64.3,51.9,41.2,60.6,64.3,77.1,44.6,59.1,54.8,68.5
2017,60.2,68.9,59.4,46.5,64.9,62.8,48.4,64.3,52.8,41.2,60.7,64.0,76.9,44.7,59.0,54.7,68.7
2018,60.1,68.7,59.2,46.5,65.0,62.6,48.3,64.4,53.3,41.1,60.8,63.8,76.8,45.0,59.0,54.4,68.6
2019,60.1,68.5,59.0,46.5,64.9,62.5,48.2,64.4,53.3,41.4,60.8,63.6,76.7,45.4,59.2,54.1,68.5
2020,59.9,68.0,58.8,46.2,64.8,62.3,48.1,64.6,53.2,41.2,61.0,63.3,76.3,45.1,59.4,53.9,68.5
2021,59.8,67.9,58.4,46.3,64.6,62.0,48.0,64.6,53.1,41.2,60.9,63.0,76.1,45.0,59.2,53.7,68.3
2022,59.6,67.7,58.3,46.2,64.4,61.9,47.9,64.7,53.0,41.1,60.9,62.7,76.0,44.9,59.1,53.5,68.2
2023,59.5,67.5,58.0,46.2,64.2,61.9,47.9,64.7,52.8,41.0,60.8,62.5,75.8,45.1,59.0,53.2,68.1
2024,59.5,67.2,58.0,46.2,64.0,62.0,47.8,64.8,52.8,41.1,60.8,62.2,75.7,45.2,58.8,53.0,68.0
