year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,101,83,90,45,44,75,117,212,28,27,83,133,99,36,51,111,104
2011,101,74,83,45,41,85,119,211,28,25,90,128,123,37,44,84,106
2012,100,83,80,58,40,101,122,193,25,23,92,122,127,38,41,78,105
2013,94,86,83,62,39,99,124,173,25,26,91,124,100,38,35,65,103
2014,96,89,81,65,38,102,144,171,21,25,91,125,95,38,45,75,102
2015,95,91,87,67,42,103,118,174,25,25,91,127,91,38,37,81,103
2016,98,93,88,67,42,121,124,173,26,26,91,126,91,37,44,86,105
2017,97,97,83,66,43,93,131,175,26,28,90,126,89,37,46,88,106
2018,98,95,83,61,43,102,133,181,26,30,86,125,89,36,45,90,98
2019,101,90,84,69,43,104,134,190,27,34,82,128,83,37,46,88,124
2020,59,56,56,42,32,64,71,103,17,15,36,82,46,27,32,57,87
2021,66,56,59,44,34,65,72,115,16,17,53,88,75,27,19,61,81
2022,81,69,74,52,41,79,110,129,25,22,76,108,79,36,38,77,100
2023,86,80,80,59,46,84,113,140,28,22,55,117,80,40,42,85,111
2024,91,78,82,60,45,86,118,154,30,23,57,125,80,41,48,90,117
