year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,6.1,7.0,5.7,6.0,5.9,5.2,5.8,6.2,8.0,7.8,6.2,4.8,7.7,4.7,5.2,5.8,4.5
2011,5.5,6.3,4.9,4.9,3.8,4.4,6.1,5.5,5.5,7.6,4.8,5.0,7.1,4.0,4.9,5.1,4.7
2012,6.0,7.7,4.7,4.0,4.9,6.1,6.0,7.1,8.4,6.9,8.6,3.6,7.7,6.3,4.2,4.1,4.9
2013,5.2,6.1,4.0,4.3,6.1,5.2,6.4,5.4,6.9,6.3,6.5,3.9,5.3,5.6,4.1,4.8,3.2
2014,5.6,6.6,4.8,6.7,4.1,3.9,4.6,6.3,7.3,6.8,5.5,5.3,7.4,5.4,4.1,4.8,4.8
2015,5.5,6.8,4.9,6.2,3.7,4.5,5.7,5.7,7.5,8.4,7.3,4.3,6.0,4.3,5.3,4.5,4.3
2016,6.7,6.2,5.8,7.2,5.6,5.9,9.0,7.5,6.9,9.6,6.3,5.4,7.9,4.7,5.0,5.2,4.9
2017,5.8,5.7,5.2,6.1,3.8,4.0,8.1,7.6,6.6,6.0,4.7,4.9,6.1,6.4,3.7,5.6,4.9
2018,6.6,6.0,5.6,7.3,5.9,4.8,7.6,9.4,6.4,10.2,5.7,4.9,7.9,5.5,5.6,4.7,3.9
2019,5.1,5.2,4.2,5.5,4.1,4.5,4.8,5.8,6.6,7.9,6.1,3.9,6.2,5.5,3.0,4.4,3.0
2020,8.6,9.2,7.1,11.1,5.2,6.7,9.7,8.8,6.5,9.0,14.3,9.8,10.1,6.8,6.7,7.8,8.6
2021,6.0,6.3,5.2,6.4,3.2,4.0,8.2,8.0,7.7,9.3,5.6,4.6,6.1,5.2,4.1,4.4,4.7
2022,9.1,9.9,11.7,8.4,7.8,6.9,7.2,10.9,9.7,11.6,11.5,9.5,9.9,5.8,6.0,8.5,6.5
2023,,,,,,,,,,,,,,,,,
2024,9.7,10.4,7.0,12.3,7.8,9.3,7.9,11.3,14.2,9.3,13.9,9.3,11.2,7.5,9.5,8.0,9.2
