REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,0.050,0.051,0.051,0.051,0.050,0.051,0.050,0.052,0.052,0.052,0.053,0.053,0.053,0.054,0.054
Dolnośląskie,0.061,0.061,0.058,0.058,0.061,0.060,0.058,0.059,0.059,0.059,0.059,0.060,0.059,0.059,0.061
Kujawsko-Pomorskie,0.049,0.054,0.058,0.065,0.059,0.058,0.056,0.057,0.057,0.057,0.057,0.058,0.058,0.059,0.060
Lubelskie,0.029,0.030,0.031,0.032,0.032,0.032,0.031,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033
Lubuskie,0.023,0.023,0.023,0.024,0.025,0.026,0.026,0.026,0.026,0.027,0.026,0.027,0.027,0.028,0.028
Łódzkie,0.061,0.063,0.065,0.064,0.063,0.063,0.062,0.080,0.066,0.066,0.068,0.068,0.069,0.069,0.069
Małopolskie,0.097,0.094,0.095,0.092,0.090,0.090,0.090,0.091,0.093,0.094,0.095,0.090,0.089,0.091,0.091
Mazowieckie,0.058,0.059,0.061,0.062,0.057,0.061,0.060,0.063,0.063,0.063,0.064,0.064,0.065,0.065,0.066
Opolskie,0.054,0.051,0.048,0.049,0.049,0.046,0.043,0.044,0.049,0.048,0.047,0.046,0.047,0.047,0.044
Podkarpackie,0.044,0.037,0.037,0.037,0.034,0.033,0.035,0.036,0.037,0.038,0.038,0.038,0.039,0.038,0.037
Podlaskie,0.024,0.025,0.025,0.025,0.026,0.026,0.025,0.027,0.027,0.027,0.027,0.026,0.027,0.027,0.028
Pomorskie,0.057,0.059,0.060,0.061,0.062,0.063,0.061,0.063,0.064,0.065,0.068,0.068,0.072,0.070,0.071
Śląskie,0.208,0.214,0.217,0.189,0.184,0.190,0.187,0.197,0.194,0.194,0.197,0.198,0.199,0.198,0.201
Świętokrzyskie,0.033,0.035,0.034,0.034,0.035,0.040,0.037,0.040,0.037,0.037,0.037,0.037,0.039,0.039,0.039
Warmińsko-Mazurskie,0.024,0.023,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.026,0.027,0.027,0.027,0.027,0.027
Wielkopolskie,0.026,0.026,0.027,0.036,0.037,0.035,0.032,0.034,0.035,0.035,0.035,0.035,0.036,0.035,0.035
Zachodniopomorskie,0.032,0.032,0.032,0.030,0.030,0.030,0.035,0.030,0.031,0.031,0.031,0.031,0.032,0.032,0.032
