REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,9.6,10.4,14.2,16.6,20.9,27.0,32.1,42.6,46.1,69.3,73.3,74.1,76.1,84.1
Dolnośląskie,,9.6,10.1,14.1,17.8,22.7,27.7,32.5,40.8,43.0,68.2,71.2,71.9,77.7,81.2
Kujawsko-Pomorskie,,7.1,9.7,11.8,14.5,17.8,23.3,27.9,42.8,43.7,67.8,65.9,66.5,69.8,79.1
Lubelskie,,11.6,9.7,10.9,11.8,20.1,24.2,28.0,39.4,35.6,60.7,64.9,69.6,67.7,84.7
Lubuskie,,7.5,9.6,10.9,10.8,18.5,22.4,26.4,36.6,40.4,61.8,69.2,72.7,69.5,78.1
Łódzkie,,5.6,10.2,14.9,12.9,15.2,24.9,24.5,36.6,45.1,67.5,72.3,68.6,74.7,82.8
Małopolskie,,10.2,8.7,12.6,16.8,19.6,25.1,31.8,42.1,45.2,69.5,73.6,75.1,78.9,84.4
Mazowieckie,,12.8,14.7,20.1,22.9,28.8,34.4,39.6,49.0,53.7,74.9,78.1,76.7,80.3,86.0
Opolskie,,5.7,8.8,13.5,11.6,19.4,20.7,28.1,33.8,43.1,65.8,72.1,74.2,74.7,87.8
Podkarpackie,,12.0,7.4,11.2,17.3,16.9,18.9,28.5,35.0,41.5,66.6,73.6,72.8,75.4,83.7
Podlaskie,,9.9,10.9,16.7,16.8,16.4,33.0,35.5,44.4,47.8,71.9,72.6,75.9,71.7,81.6
Pomorskie,,9.8,11.9,15.6,17.7,22.4,29.4,35.3,45.5,48.2,68.1,73.0,74.0,73.9,81.3
Śląskie,,8.0,9.4,13.0,16.3,21.7,28.4,33.2,45.8,49.8,72.8,75.6,77.4,79.5,88.3
Świętokrzyskie,,8.4,5.2,10.8,11.0,15.1,22.6,25.2,46.0,33.9,66.3,71.2,73.8,71.5,80.7
Warmińsko-Mazurskie,,9.6,10.2,12.7,13.6,15.0,24.7,24.8,35.2,43.2,63.7,68.5,71.3,67.5,78.5
Wielkopolskie,,9.6,9.7,12.5,15.9,20.5,25.8,31.5,42.2,43.4,67.2,74.6,75.6,78.5,86.4
Zachodniopomorskie,,9.9,11.0,13.7,13.2,16.6,25.4,33.1,40.9,50.1,69.6,69.9,76.4,68.8,81.1
