REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,,,,,,,,20109,19028,17954,17108,17471,17694,18768,20695
Dolnośląskie,,,,,,,,1708,1605,1465,1419,1497,1452,1473,1578
Kujawsko-Pomorskie,,,,,,,,1251,1163,1102,1038,974,965,1077,1188
Lubelskie,,,,,,,,1248,1248,1161,1046,973,976,1001,1080
Lubuskie,,,,,,,,420,370,379,354,306,293,303,348
Łódzkie,,,,,,,,1358,1287,1189,1051,1059,1087,1123,1209
Małopolskie,,,,,,,,1930,1827,1692,1637,1736,1778,1888,2144
Mazowieckie,,,,,,,,3065,2893,2689,2686,2942,3074,3406,3601
Opolskie,,,,,,,,290,293,282,279,298,255,249,291
Podkarpackie,,,,,,,,1137,1043,1003,927,958,973,1028,1150
Podlaskie,,,,,,,,517,488,447,425,447,473,474,567
Pomorskie,,,,,,,,1571,1599,1553,1511,1541,1633,1878,2098
Śląskie,,,,,,,,1621,1582,1529,1475,1531,1619,1712,1923
Świętokrzyskie,,,,,,,,631,599,530,514,527,550,558,629
Warmińsko-Mazurskie,,,,,,,,2053,1875,567,491,486,481,483,513
Wielkopolskie,,,,,,,,659,615,1886,1807,1770,1693,1719,1923
Zachodniopomorskie,,,,,,,,650,541,480,448,426,392,396,453
