year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,12.28,9.93,8.19,5.32,3.17,x,6.44,25.57,4.64,7.7,x,13.94,14.12,4.24,4.04,6.72,5.56
2011,10.3,8.37,5.15,4.43,2.64,11.41,6.21,21.28,6.6,8.19,3.69,8.66,11.87,4.93,3.19,8.67,5.89
2012,11.64,x,x,6.91,4.07,11.08,8.16,25.58,x,8.95,6.59,6.08,11.31,10.61,x,7.37,8.16
2013,10.7,13.4,x,4.08,4.72,8.58,9.45,18.81,5.82,x,4.31,x,9.89,x,3.05,8.75,6.36
2014,11.01,12.48,8.32,4.45,4.31,16.15,8.25,16.19,3.57,15.16,2.85,9.34,11.2,3.65,3.38,9.93,7.41
2015,11.94,13.7,6.12,4.3,9.51,x,9.2,x,3.09,13.06,3.72,9.25,10.63,5.42,5.09,9.39,11.17
2016,11.4,12.11,7.31,5.62,7.75,x,14.78,12.98,x,12.56,5.49,10.65,9.86,4.8,2.31,8.19,6.41
2017,11.8,9.06,7.42,5.34,9.44,24.86,13.91,17.51,4.71,10.91,3.79,10.71,9.53,7.37,3.08,9.55,5.89
2018,9.06,4.64,5.29,x,5.39,17.94,12.65,12.63,5.89,x,2.61,8.92,8.64,x,2.71,6.73,3.92
2019,8.71,6.81,4.95,3.92,x,11.79,13.72,11.47,3.5,11.29,7.09,10.14,8.9,x,3.39,6.23,3.05
2020,8.92,6.68,6.71,4.58,3.93,9.9,13.63,13.31,2.84,12.58,4.11,8.51,8.39,3.06,3.19,7.62,2.2
2021,9.19,9.76,6.47,4.88,3.81,6.82,13.57,13.8,2.86,11.85,3.66,10.54,8.83,3.05,4.08,6.07,2.75
2022,10.93,10.47,5.87,6.2,3.43,5.83,13.84,17.49,4.35,12.63,3.8,13.05,10.56,2.64,5.82,8.02,4.54
