year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,57.6,15.9,49.2,28.5,28.9,54.4,24.6,101.4,73.5,30.2,16.5,48.9,34.5,72.5,44.8,48.1,272.7
2011,81.4,19.6,47.8,74.3,41.4,140.7,43.0,82.4,49.3,42.2,11.8,57.4,77.2,330.9,46.6,95.9,216.8
2012,60.2,27.2,43.3,84.0,16.1,68.6,20.3,33.7,61.6,40.6,94.1,43.7,85.6,292.3,85.8,40.4,79.4
2013,67.5,45.5,10.0,18.1,10.2,66.5,48.9,75.8,131.6,28.3,20.6,98.8,87.7,384.5,57.9,41.1,57.8
2014,118.4,196.4,34.1,24.1,59.3,65.4,138.6,172.2,181.3,13.4,27.7,161.8,149.2,258.4,27.1,127.8,84.9
2015,110.8,185.8,55.8,73.9,93.6,58.9,136.6,146.9,206.9,36.8,47.5,119.5,159.3,108.8,8.2,81.8,103.5
2016,65.6,38.7,95.6,10.1,21.7,71.3,90.1,72.0,201.4,20.3,5.0,94.1,134.0,56.9,9.5,17.9,42.6
2017,60.3,15.7,53.6,10.4,25.4,54.3,51.2,55.0,97.4,19.8,9.8,147.4,123.1,29.2,23.8,7.5,209.6
2018,76.6,46.8,27.0,171.2,41.0,73.4,79.1,95.5,57.6,27.5,41.6,77.0,116.5,21.0,38.4,24.2,200.8
2019,106.4,84.2,24.7,135.4,27.9,97.2,42.3,224.8,117.0,46.8,90.7,53.6,148.0,85.9,44.0,124.8,89.6
2020,98.0,110.4,50.9,99.4,35.1,154.4,54.0,94.4,147.2,29.6,55.8,114.5,125.6,147.5,54.6,127.4,119.8
2021,115.8,83.3,49.8,125.8,144.7,130.1,60.4,188.2,233.1,46.7,66.8,75.2,138.5,93.4,148.1,133.4,80.3
2022,117.8,192.8,60.3,122.1,125.0,120.7,121.5,97.9,207.5,47.6,59.7,98.4,104.6,135.8,54.1,226.9,49.4
2023,143.0,260.6,91.2,148.8,104.0,263.6,104.4,134.8,284.2,86.8,49.4,76.5,94.8,174.0,172.6,218.4,20.8
2024,135.4,316.2,184.7,46.4,27.5,122.9,64.4,96.5,312.5,61.8,78.0,98.4,141.9,56.6,73.0,318.5,13.5
