year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,
2018,,,,,,,,,,,,,,,,,
2019,57616,4015,3684,3013,1067,3768,4389,8649,1785,3021,1452,3251,9493,1799,1746,4059,2425
2020,66841,4744,4080,3522,1805,4174,5685,10383,1605,3123,1757,4369,9874,2047,2333,4612,2728
2021,77690,6641,4448,3702,1842,5306,6427,11839,1873,3543,2193,5085,10555,2736,2362,5967,3171
2022,87143,8465,5186,4126,2525,5787,7120,13514,2001,3971,2123,5841,9440,3224,2440,7829,3551
2023,100729,9585,6099,4618,3153,7158,8168,16780,2329,4200,2541,6634,10599,3864,2618,8483,3900
