year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,210,39,4,1,1,1,1,9,0,3,52,1,0,4,13,71,10
2011,377,36,8,3,4,0,3,80,23,6,28,8,1,3,8,161,5
2012,245,29,9,5,1,1,2,56,2,2,3,5,2,2,7,97,22
2013,370,13,13,7,1,0,0,17,4,6,0,0,9,1,6,283,10
2014,191,30,4,4,0,0,9,24,0,6,7,0,12,0,1,84,10
2015,181,25,3,2,2,2,2,43,0,4,5,0,3,0,11,74,5
2016,129,9,0,0,1,0,0,8,0,1,4,0,2,0,34,66,4
2017,,,,,,,,,,,,,,,,,
2018,57,0,1,0,0,5,4,1,0,1,5,1,2,1,10,25,1
2019,75,29,1,10,0,1,1,13,2,0,3,5,2,1,0,7,0
2020,459,56,10,4,80,6,7,83,8,29,16,2,26,0,12,83,37
2021,129,0,8,34,0,0,3,42,1,6,11,7,2,0,4,10,1
2022,106,0,4,9,0,11,8,9,1,13,21,8,4,7,2,9,0
2023,207,8,39,14,1,19,7,8,5,17,9,31,20,2,9,18,0
2024,619,0,93,16,1,47,19,26,2,235,19,23,16,8,2,108,4
