REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Polska,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Dolnośląskie,103.9,104.6,106.9,103.5,101.9,106.2,107.6,101.8,103.7,107.5,105.8,107.3,101.9,102.3
Kujawsko-Pomorskie,97.1,90.4,88.7,90.0,89.6,89.9,88.8,91.1,95.2,97.3,96.2,93.7,95.1,94.6
Lubelskie,82.0,83.6,82.6,85.1,90.2,88.5,88.1,89.9,90.2,85.6,87.5,92.5,92.8,91.9
Lubuskie,96.7,97.0,96.3,95.3,95.9,102.4,101.6,99.6,98.3,98.6,102.7,103.1,100.1,102.5
Łódzkie,98.8,98.1,99.2,99.8,96.5,98.3,98.9,98.0,95.7,99.5,97.5,101.2,101.4,95.4
Małopolskie,92.9,94.3,93.1,94.5,94.0,94.2,96.5,93.4,96.1,97.5,99.8,98.9,99.4,104.2
Mazowieckie,134.3,132.3,133.8,130.1,127.1,126.7,120.8,119.6,120.0,115.9,116.7,118.8,119.4,119.8
Opolskie,93.5,96.3,101.2,92.3,92.9,93.0,94.3,94.5,93.8,92.8,89.2,82.0,84.9,0.0
Podkarpackie,76.1,76.4,75.0,76.8,78.6,78.0,76.9,78.5,79.6,80.9,82.8,82.6,81.3,85.2
Podlaskie,92.5,99.8,97.2,96.9,93.9,90.7,96.3,99.2,94.3,95.7,101.5,97.2,104.7,100.1
Pomorskie,104.2,104.9,105.6,110.4,102.7,99.6,105.8,103.2,102.6,102.2,93.7,89.0,89.8,85.6
Śląskie,98.0,99.1,100.0,101.5,103.1,102.5,102.6,103.0,103.8,104.3,106.8,105.7,105.7,108.0
Świętokrzyskie,86.0,86.6,87.6,88.8,89.5,86.8,88.6,89.6,91.5,89.4,90.0,90.4,88.2,90.3
Warmińsko-Mazurskie,92.5,89.4,86.8,85.4,91.7,92.4,93.0,93.6,91.8,87.8,98.2,100.4,93.4,90.7
Wielkopolskie,94.4,92.5,90.2,92.9,94.7,92.9,94.9,100.5,96.3,99.3,93.2,91.2,92.2,93.2
Zachodniopomorskie,99.5,100.3,98.8,96.7,101.9,102.9,100.6,103.4,101.7,99.0,97.0,98.4,104.1,104.6
