year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,8.7,8.3,9.2,6.9,11.6,9.5,7.2,8.9,10.1,6.4,10.1,8.5,10.6,6.8,10.7,7.2,10.1
2011,8.3,7.9,8.1,7.8,11.1,10.4,7.3,7.7,8.2,5.2,8.3,9.1,9.8,8.6,9.0,7.7,9.1
2012,8.4,8.7,8.5,6.9,12.0,8.1,7.4,7.9,10.3,6.4,7.3,9.0,10.2,8.1,9.2,7.1,9.6
2013,8.4,8.7,8.4,6.6,10.1,8.7,7.4,8.3,10.8,7.6,9.0,7.2,10.1,11.2,8.7,6.8,8.2
2014,8.2,9.7,8.4,7.9,12.0,8.1,7.2,7.6,8.3,6.1,8.3,8.8,9.5,5.7,8.3,7.1,9.3
2015,8.0,8.9,8.8,6.2,8.8,10.4,7.3,7.6,10.5,5.3,6.9,7.8,9.2,8.2,9.1,6.2,8.2
2016,7.9,8.1,7.6,5.4,10.7,8.1,6.2,7.7,6.4,6.4,7.9,9.4,9.3,8.6,8.4,7.3,10.8
2017,8.1,9.2,7.9,7.6,10.5,7.5,7.9,7.7,8.4,6.8,8.2,8.7,8.4,5.3,7.8,8.6,9.6
2018,8.0,9.5,9.6,7.8,9.6,9.4,6.0,7.5,5.9,5.9,6.1,9.0,8.5,7.4,6.0,8.9,9.6
2019,7.9,9.1,8.2,6.2,10.2,8.4,6.8,7.7,6.5,6.5,8.8,8.8,8.6,4.9,7.4,8.4,9.4
2020,7.7,7.8,7.9,6.2,9.0,8.3,6.2,6.8,10.1,6.1,6.9,6.6,9.3,7.1,11.5,7.5,8.8
2021,6.9,6.0,6.1,7.9,6.7,7.0,6.6,6.7,8.9,5.8,8.6,7.3,6.9,8.0,7.2,6.8,7.9
2022,7.0,8.3,6.5,6.1,8.9,8.0,6.1,6.3,8.4,4.8,8.0,6.2,8.1,8.6,8.0,6.7,7.1
2023,7.2,6.6,8.4,7.1,6.2,6.1,6.9,6.8,5.4,5.1,8.7,7.4,8.5,8.0,6.9,7.9,8.1
