REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
POLSKA,39.2,44.5,47.5,45.5,50.1,42.2,56.6,58.4,64.0,62.2,62.7,65.6,74.3,64.4,69.3
DOLNOŚLĄSKIE,,,,,51.5,44.2,54.0,55.1,59.9,62.1,64.1,73.0,76.8,62.0,70.1
KUJAWSKO-POMORSKIE,,,,,49.8,36.3,56.0,54.4,64.1,60.4,66.8,64.1,77.8,62.1,69.6
LUBELSKIE,,,,,46.7,43.7,55.9,55.1,59.1,58.2,63.4,64.8,72.2,66.9,69.4
LUBUSKIE,,,,,48.2,40.2,58.2,58.0,62.6,62.2,54.9,54.3,64.3,58.3,55.7
ŁÓDZKIE,,,,,50.8,41.8,53.7,61.8,67.4,63.1,62.6,65.5,76.6,66.9,70.0
MAŁOPOLSKIE,,,,,46.7,36.6,54.1,52.9,55.7,52.2,50.4,59.9,66.3,62.0,65.8
MAZOWIECKIE,,,,,57.2,49.4,61.4,63.7,67.5,66.8,69.9,73.4,78.5,70.1,74.1
OPOLSKIE,,,,,52.6,37.2,59.0,60.4,60.1,56.8,60.5,58.8,64.5,58.5,63.6
PODKARPACKIE,,,,,50.5,41.5,57.2,57.5,64.4,60.3,59.7,67.0,71.3,65.4,70.2
PODLASKIE,,,,,54.2,47.1,59.1,53.5,65.0,63.5,64.8,61.4,71.1,58.0,63.0
POMORSKIE,,,,,51.2,41.2,57.2,56.2,65.9,62.8,63.9,58.5,79.8,62.0,69.3
ŚLĄSKIE,,,,,49.8,45.3,59.1,61.3,67.6,67.8,64.9,65.1,77.1,71.0,73.5
ŚWIĘTOKRZYSKIE,,,,,44.3,29.7,44.9,57.8,56.0,59.7,58.2,59.6,67.5,50.9,62.7
WARMIŃSKO-MAZURSKIE,,,,,47.5,40.9,55.3,57.1,67.0,62.5,57.3,66.4,69.8,56.9,65.9
WIELKOPOLSKIE,,,,,44.1,36.1,53.6,60.5,62.9,57.3,60.3,64.8,75.8,67.2,70.9
ZACHODNIOPOMORSKIE,,,,,44.3,39.7,57.3,61.8,60.2,62.6,65.1,69.9,77.8,58.3,63.4
