REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,64.0,72.0,77.0,80.0,79.0,81.0,85.0,88.0,88.0,89.0,89.0,91.0,,,
Dolnośląskie,56.6,60.4,63.5,64.2,71.9,72.1,76.5,77.5,75.0,85.0,90.2,93.8,92.6,93.6,93.9
Kujawsko-Pomorskie,57.2,56.9,,69.3,69.9,64.1,71.1,78.5,82.1,84.7,89.5,92.7,93.4,93.5,97.3
Lubelskie,54.4,58.3,62.2,64.3,70.8,71.8,74.0,70.3,73.4,78.3,86.7,89.8,92.2,92.0,93.4
Lubuskie,,65.3,68.3,59.6,63.3,58.5,71.8,64.7,78.1,76.7,83.9,89.1,91.6,90.2,93.6
Łódzkie,49.9,54.0,62.4,60.5,66.0,60.4,71.8,72.0,75.9,78.4,87.5,88.9,91.0,91.7,92.9
Małopolskie,53.6,61.9,,67.3,71.7,68.8,77.4,77.4,78.5,80.9,90.2,90.2,92.8,93.1,92.4
Mazowieckie,59.6,62.4,,72.7,75.3,75.5,71.1,71.2,76.5,81.0,92.4,94.4,95.1,95.0,96.0
Opolskie,,,63.6,64.0,71.5,77.4,73.3,81.7,76.8,86.6,89.5,87.4,91.7,94.4,94.4
Podkarpackie,,61.9,74.3,76.4,74.3,75.8,83.0,84.4,85.5,86.8,90.7,93.0,93.9,92.3,98.5
Podlaskie,51.7,56.8,61.6,61.7,70.8,75.1,70.8,72.2,74.8,82.9,84.5,87.1,87.2,92.5,94.6
Pomorskie,63.6,69.6,,77.6,78.8,75.3,80.5,81.6,84.3,85.7,90.2,91.7,95.6,93.3,94.6
Śląskie,57.3,60.6,,71.8,68.2,67.9,74.4,76.9,77.8,84.2,88.9,92.9,93.1,93.5,94.7
Świętokrzyskie,,44.6,52.1,63.3,66.5,74.3,74.3,79.0,73.0,89.7,90.9,86.5,89.2,92.1,94.6
Warmińsko-Mazurskie,54.4,54.5,,59.8,64.1,71.0,69.6,77.3,77.4,79.3,89.6,89.6,91.6,88.8,92.5
Wielkopolskie,67.4,67.8,67.8,75.6,74.6,73.1,78.4,81.0,83.8,86.7,90.7,93.6,91.8,93.5,95.8
Zachodniopomorskie,,65.4,69.8,67.6,66.5,71.9,75.4,79.4,76.2,75.4,87.3,92.2,88.1,84.7,91.4
