REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,5,6,6,5,5,5,5,6,5,4,4,4,3,3,3
Dolnośląskie,6,6,6,5,5,6,6,6,5,4,4,4,3,3,3
Kujawsko-Pomorskie,6,6,6,6,6,6,7,6,6,5,5,4,4,4,4
Lubelskie,5,5,6,5,5,5,5,5,5,4,4,4,4,3,3
Lubuskie,6,6,6,5,5,5,6,6,6,5,4,4,4,3,4
Łódzkie,6,6,7,6,5,6,6,6,5,4,4,4,3,3,3
Małopolskie,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3
Mazowieckie,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3
Opolskie,6,7,8,7,6,7,7,7,7,5,5,5,4,4,4
Podkarpackie,5,5,5,4,4,5,5,5,5,4,4,4,3,3,3
Podlaskie,5,5,6,5,5,5,5,5,5,4,4,4,3,3,3
Pomorskie,6,6,6,5,5,5,5,6,5,4,4,4,3,3,3
Śląskie,5,6,6,5,5,5,6,6,5,4,4,4,3,3,3
Świętokrzyskie,5,6,6,6,5,5,6,6,6,5,4,4,4,3,4
Warmińsko-Mazurskie,6,6,7,6,6,6,7,7,7,5,5,5,4,4,4
Wielkopolskie,5,6,6,5,5,5,5,5,5,4,4,4,4,3,3
Zachodniopomorskie,6,6,7,6,6,6,6,7,7,5,5,4,4,3,4
