REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,270.4,303.3,372.5,374.6,420.1,469.7,466.9,535.6,667.7,788.9,848.7,991.7,1181.7,1409.0,1370.4
Dolnośląskie,216.0,248.7,333.2,312.2,367.9,441.2,371.8,522.9,659.9,816.6,865.0,1058.3,1348.8,1631.5,1495.5
Kujawsko-Pomorskie,97.3,89.3,145.1,109.3,122.3,174.6,139.1,209.9,291.5,347.8,438.1,574.2,605.5,612.3,583.9
Lubelskie,166.0,173.8,300.8,186.1,321.0,342.4,292.6,314.1,380.2,467.0,495.4,541.8,648.4,858.7,798.6
Lubuskie,44.4,54.8,68.4,92.6,66.7,87.7,82.4,161.6,219.3,232.0,213.1,189.3,255.0,325.0,297.0
Łódzkie,217.2,228.0,301.7,268.9,280.5,294.0,281.1,346.3,485.2,552.8,673.1,748.5,791.0,855.5,849.1
Małopolskie,327.7,362.3,488.9,494.6,550.0,628.5,946.9,873.6,1087.4,1213.8,1327.3,1577.1,1840.9,2193.0,2156.4
Mazowieckie,808.3,886.5,923.1,1071.9,1218.4,1300.6,1284.0,1482.7,1761.5,2012.3,2134.4,2338.0,2842.4,3263.0,3367.9
Opolskie,37.8,82.9,65.3,78.7,122.0,121.3,138.7,188.6,277.5,257.2,267.2,324.4,516.2,555.3,578.1
Podkarpackie,238.9,254.8,298.0,372.9,437.4,427.2,358.7,371.5,430.6,504.5,549.7,622.5,652.9,743.6,703.0
Podlaskie,86.2,116.1,115.8,171.1,195.6,252.6,149.5,220.6,281.5,349.1,370.0,437.2,496.8,616.1,449.3
Pomorskie,215.1,274.4,442.2,407.3,448.8,501.6,535.5,541.9,750.8,978.7,1003.1,1226.2,1510.6,2011.5,1968.5
Śląskie,183.0,223.3,281.0,275.5,265.2,295.4,263.9,336.2,412.1,544.0,536.1,680.1,795.0,932.3,864.3
Świętokrzyskie,130.6,111.7,95.3,110.4,111.0,207.1,106.9,114.9,225.6,226.5,226.9,239.0,238.0,423.9,438.0
Warmińsko-Mazurskie,119.5,138.4,146.1,111.5,87.3,107.0,115.0,184.5,211.8,327.9,331.2,590.4,577.6,593.7,511.2
Wielkopolskie,226.0,263.8,393.3,287.7,305.3,378.6,310.9,357.0,444.7,528.5,571.9,664.6,824.2,1097.2,908.5
Zachodniopomorskie,100.8,114.1,130.4,107.3,104.7,129.8,110.4,192.8,252.3,299.6,271.7,377.3,456.9,565.3,576.4
