year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,52.5,62.8,44.7,39.2,52.6,39.3,63.1,54.6,41.6,71.9,26.9,50.9,61.4,36.5,43.5,47.9,60.8
2011,52.5,62.7,44.4,39.4,52.6,39.3,63.2,54.5,41.6,71.8,27.0,50.8,61.3,36.5,43.3,48.1,60.8
2012,52.4,61.8,45.0,39.8,52.3,39.7,63.0,53.5,42.0,72.6,27.7,49.9,62.6,36.5,43.1,47.6,59.7
2013,52.4,61.7,44.8,40.1,52.3,39.8,62.8,53.7,42.0,72.6,28.1,49.2,62.5,36.6,42.8,47.5,59.6
2014,52.2,61.4,43.0,40.2,51.7,39.8,62.5,53.6,41.9,72.5,28.1,49.3,62.4,36.5,42.8,47.4,59.1
2015,52.1,61.3,42.7,40.4,51.9,39.7,62.3,53.5,41.9,72.3,28.1,49.1,62.3,36.7,42.7,47.4,59.1
2016,52.1,61.2,42.9,40.7,51.9,39.6,62.3,53.3,41.9,72.2,28.3,49.2,62.2,36.8,42.6,47.5,59.1
2017,52.1,61.2,42.6,40.9,52.8,39.5,62.1,53.0,42.1,72.2,28.4,49.2,62.3,37.0,42.5,47.8,59.2
2018,52.3,61.2,42.7,41.1,52.9,39.6,63.2,52.9,42.1,72.5,28.7,49.0,62.6,37.1,43.1,48.2,59.2
2019,52.9,61.1,43.4,41.9,53.3,39.6,63.6,53.4,42.4,72.7,29.2,50.3,63.2,37.7,42.6,49.8,59.5
2020,54.8,60.5,45.3,45.8,55.7,41.1,65.3,55.8,44.5,76.5,30.5,50.6,65.3,40.8,43.3,51.6,61.4
2021,55.6,61.9,45.6,46.8,56.5,41.4,66.3,56.4,45.7,77.6,31.1,51.5,66.3,41.8,43.6,52.5,62.4
2022,55.9,61.9,45.5,46.8,56.5,41.5,67.2,56.4,46.0,77.6,31.2,51.4,66.8,43.0,43.3,53.4,63.1
2023,56.3,61.8,45.6,47.1,58.0,41.6,67.6,56.7,46.6,78.5,32.0,51.7,67.1,43.1,43.6,54.1,63.8
2024,56.6,61.7,45.4,47.7,58.4,41.9,68.1,57.0,46.4,79.0,32.5,52.0,67.0,43.5,44.3,54.6,64.2
