year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,9,10,9,11,10,11,8,11,9,8,10,7,9,10,9,7,11
2011,10,11,9,12,11,12,8,11,10,9,11,8,10,11,10,7,12
2012,11,12,10,13,13,12,9,12,11,9,12,8,10,13,11,8,13
2013,11,14,11,13,13,12,9,13,11,10,12,8,11,13,11,8,14
2014,10,13,10,13,12,12,9,13,11,9,12,8,10,13,10,7,13
2015,11,13,11,13,12,13,9,13,11,10,13,8,11,14,11,8,14
2016,12,14,11,14,13,14,10,14,12,10,14,9,12,16,12,8,15
2017,12,14,12,14,13,14,9,13,12,10,15,9,11,15,12,8,15
2018,13,16,13,15,15,16,11,15,14,12,15,10,13,17,14,9,17
2019,10,12,10,12,11,12,8,12,11,10,13,7,10,15,10,7,12
2020,10,12,10,12,10,13,9,12,11,10,14,7,10,15,10,8,12
2021,10,11,10,12,10,13,9,12,11,10,14,6,10,15,10,8,11
2022,11,11,11,12,10,14,10,13,12,12,15,7,11,15,10,8,12
2023,10,10,10,12,9,13,9,12,10,11,14,7,10,14,10,7,11
2024,10,11,10,12,8,13,9,12,10,11,14,7,10,14,10,7,11
