year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,23,23,71,11,54,41,34,47,93,45,106,111,40,21,82,10
2011,,29,31,84,11,64,50,43,52,99,46,127,123,54,21,85,13
2012,,35,40,100,14,68,66,49,52,110,47,134,131,54,24,85,16
2013,,41,52,114,25,75,106,65,55,153,48,136,136,62,25,88,25
2014,,44,55,129,35,84,134,73,61,172,52,158,137,70,25,89,29
2015,,44,65,153,44,85,164,88,62,202,62,173,138,70,25,89,35
2016,,47,72,177,62,114,181,100,62,213,65,174,138,87,27,91,39
2017,,49,79,184,67,132,203,119,62,219,66,177,144,92,31,91,45
2018,,49,83,208,79,141,218,132,62,228,70,178,145,92,34,92,53
2019,,52,88,216,81,148,220,149,64,240,74,179,145,94,43,95,54
2020,,52,93,226,84,151,224,154,69,246,75,182,145,94,48,97,56
2021,,52,95,239,84,153,231,162,74,248,79,183,145,94,48,97,56
2022,,52,95,252,84,153,232,164,77,249,81,184,146,95,48,97,56
2023,,52,101,262,84,154,232,166,79,254,86,186,146,96,47,98,57
2024,,52,103,273,84,156,232,170,82,256,90,187,146,96,47,99,59
