year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,64,107,46,44,86,56,59,74,102,52,64,64,55,40,40,63,79
2015,73,121,54,48,88,63,68,84,119,60,75,68,66,44,46,70,91
2016,82,130,61,57,99,74,83,92,128,71,86,69,76,54,55,81,99
2017,93,144,70,65,111,83,99,103,136,83,86,76,87,59,58,92,105
2018,118,179,94,84,142,111,125,127,165,105,114,97,111,77,76,118,138
2019,138,208,115,100,153,124,143,152,193,123,132,118,130,92,93,136,162
2020,156,242,138,121,176,138,162,165,211,135,148,141,154,101,101,149,182
2021,182,269,167,155,213,158,183,189,237,157,177,170,184,130,122,169,208
2022,209,298,202,174,247,186,204,222,280,181,197,202,205,151,144,195,244
2023,236,335,237,195,283,216,234,241,307,203,234,218,236,173,168,215,266
2024,272,374,272,224,331,236,268,275,346,249,269,245,285,218,208,251,306
