REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,4.0,7.4,7.2,5.3,6.6,8.2,10.1,8.7,21.0,20.5,14.3,12.8,10.4,,10.3
Dolnośląskie,4.3,16.1,7.5,5.4,6.4,7.1,5.4,4.8,25.6,12.1,17.3,10.0,10.6,,11.2
Kujawsko-Pomorskie,2.6,1.6,4.6,5.4,4.4,5.4,9.4,12.7,22.2,18.0,11.5,13.5,12.9,,13.6
Lubelskie,7.5,10.0,7.5,9.2,6.3,23.8,18.9,12.7,33.1,33.5,18.9,12.8,16.4,,12.4
Lubuskie,2.6,0.9,1.4,1.2,4.0,5.6,10.4,2.8,17.7,19.1,16.8,7.3,9.2,,18.3
Łódzkie,4.2,7.3,7.6,6.2,9.1,8.2,5.8,7.1,20.4,14.6,9.8,8.1,5.4,,5.3
Małopolskie,2.6,7.3,5.1,5.0,5.5,5.6,9.6,11.8,21.0,21.0,15.6,17.4,8.5,,6.2
Mazowieckie,2.7,6.2,12.6,5.5,5.8,4.7,7.5,10.1,15.1,18.4,12.2,12.9,12.5,,7.9
Opolskie,1.5,5.4,12.5,6.0,8.2,11.5,8.6,11.1,11.5,16.5,11.4,11.5,17.2,,12.1
Podkarpackie,6.2,9.2,4.7,9.5,12.0,21.1,24.3,11.6,32.8,35.3,19.7,22.8,12.0,,12.0
Podlaskie,4.3,7.8,2.8,4.7,8.6,9.1,11.1,10.8,38.9,23.2,19.3,26.9,18.5,,22.0
Pomorskie,2.7,3.8,6.1,4.3,4.8,7.4,12.1,7.7,16.6,19.9,16.2,10.4,6.6,,14.0
Śląskie,4.5,5.9,9.4,6.6,8.7,7.4,7.2,7.3,18.6,16.9,14.5,12.4,8.1,,11.5
Świętokrzyskie,0.8,11.0,9.6,5.8,5.0,8.6,12.3,4.7,24.0,32.0,25.9,11.9,7.1,,7.0
Warmińsko-Mazurskie,2.3,11.7,2.4,3.4,3.3,4.8,5.2,5.6,26.9,14.9,10.4,8.2,7.7,,7.7
Wielkopolskie,6.3,6.0,4.5,3.3,3.8,6.3,11.5,9.7,17.8,17.8,12.2,9.0,12.2,,9.1
Zachodniopomorskie,3.0,13.7,5.7,4.0,7.1,11.4,14.8,5.0,18.8,45.7,11.6,13.0,12.1,,15.9
