REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,34.6,32.9,32.4,32.4,32.7,34.2,34.8,34.1,33.6,34.2,34.4,34.5,33.3,33.3,33.5
Dolnośląskie,62.9,58.1,60.5,59.9,59.7,59.8,58.5,57.0,56.9,59.6,62.7,64.1,65.9,68.7,66.8
Kujawsko-Pomorskie,34.0,31.8,28.7,24.1,22.8,26.9,22.7,22.2,23.4,24.4,25.9,26.2,24.0,23.9,25.2
Lubelskie,25.3,29.5,31.6,31.9,32.5,35.3,33.4,33.4,32.5,32.6,30.6,33.4,35.7,30.7,29.9
Lubuskie,48.9,46.1,42.4,40.5,42.0,39.9,39.9,42.1,44.7,44.3,42.3,41.8,40.9,42.5,41.9
Łódzkie,27.6,22.9,23.0,24.8,24.9,29.1,26.4,25.6,26.8,27.6,27.6,28.4,26.4,27.5,25.8
Małopolskie,39.1,39.7,38.4,38.5,38.3,38.0,39.3,39.9,39.1,40.4,39.5,40.2,39.9,42.3,43.0
Mazowieckie,27.3,25.1,24.5,24.8,25.5,27.7,29.3,29.8,28.7,29.0,31.3,32.1,26.2,20.0,22.3
Opolskie,39.4,37.9,36.6,36.5,36.6,35.5,35.1,35.2,35.2,33.0,32.8,35.9,38.7,34.4,35.6
Podkarpackie,37.0,36.6,39.6,40.3,40.8,43.0,44.3,43.0,43.5,45.7,42.9,42.2,40.3,40.3,43.2
Podlaskie,11.2,13.2,13.9,11.3,10.6,10.9,10.2,9.8,10.3,10.1,9.7,10.3,9.1,8.1,7.0
Pomorskie,16.5,15.4,15.7,16.2,16.5,18.2,19.7,17.9,16.0,15.1,16.8,16.6,18.8,22.2,22.1
Śląskie,46.9,45.0,43.1,43.8,43.3,45.2,46.0,42.9,41.8,42.8,40.3,37.1,35.7,40.9,42.1
Świętokrzyskie,16.6,14.0,15.2,14.7,14.8,16.7,17.6,25.1,25.3,27.4,25.6,25.7,24.9,30.3,29.7
Warmińsko-Mazurskie,7.0,8.1,8.0,7.0,7.7,7.6,7.2,6.9,6.8,5.8,7.1,6.5,5.9,6.4,7.9
Wielkopolskie,34.9,34.8,34.0,35.2,35.5,35.2,36.6,37.0,36.2,36.6,35.3,34.1,33.8,35.5,35.4
Zachodniopomorskie,19.4,21.7,23.7,22.0,22.5,22.6,23.8,25.3,27.6,28.1,21.5,22.5,23.4,23.9,24.0
