REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,6,6,7,7,7,7,7,6,7,7,6,6,6,7,7
Dolnośląskie,8,8,8,8,8,8,8,7,8,8,7,8,7,8,8
Kujawsko-Pomorskie,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2
Lubelskie,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
Lubuskie,8,8,8,7,7,6,7,6,6,5,5,5,5,6,5
Łódzkie,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Małopolskie,4,5,5,5,5,5,6,5,7,6,6,5,5,6,6
Mazowieckie,16,18,19,19,19,19,18,16,21,18,18,17,17,19,21
Opolskie,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
Podkarpackie,2,2,2,2,2,2,3,2,4,3,3,2,2,2,2
Podlaskie,1,1,2,2,2,2,2,2,2,2,2,2,2,3,4
Pomorskie,6,6,6,6,6,6,6,5,6,6,5,5,5,6,6
Śląskie,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Świętokrzyskie,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
Warmińsko-Mazurskie,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
Wielkopolskie,6,6,7,7,7,7,7,6,7,6,6,6,6,6,6
Zachodniopomorskie,8,8,8,8,8,9,9,8,8,8,6,6,6,6,6
