year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,5.57,5.58,3.31,2.37,2.01,13.96,3.11,5.58,13.42,1.76,1.33,2.86,9.21,10.31,1.05,4.86,5.28
2011,5.69,5.44,3.33,2.55,2.02,15.67,3.24,5.39,13.69,1.73,1.36,3.02,9.23,10.76,0.95,4.82,5.34
2012,5.58,5.48,4.00,2.44,1.98,16.09,3.12,5.23,12.38,1.57,1.23,3.00,8.69,9.89,1.04,4.82,5.34
2013,5.61,5.23,3.77,2.18,1.94,17.00,3.24,5.37,12.06,1.51,1.64,2.83,8.79,9.02,1.09,4.93,5.49
2014,5.39,4.62,3.85,2.30,1.95,16.62,3.01,5.31,12.97,1.18,1.68,2.78,7.95,9.48,1.00,4.68,5.15
2015,5.46,4.40,3.99,2.32,1.94,16.86,3.19,5.32,12.34,1.43,1.65,2.86,8.30,9.88,1.00,4.67,5.00
2016,5.45,4.40,4.45,2.38,2.14,16.12,2.96,5.36,12.40,1.31,1.85,2.94,8.31,11.12,1.10,4.42,4.92
2017,5.53,4.13,4.67,2.37,2.15,17.38,3.20,5.41,12.94,1.32,1.73,2.87,8.55,10.85,1.15,4.13,4.52
2018,5.52,4.06,4.74,2.39,2.20,17.69,3.06,5.85,15.01,1.30,1.72,2.88,7.84,12.22,1.16,3.28,4.16
2019,5.14,3.52,4.67,2.35,3.27,15.49,2.62,6.00,13.98,1.35,1.80,2.83,7.03,10.98,1.20,3.11,3.66
2020,4.85,3.53,4.85,2.38,2.06,14.60,2.02,5.54,16.90,1.19,1.77,2.76,6.47,9.24,1.10,2.74,4.04
2021,5.49,5.20,4.91,2.40,2.36,16.20,2.21,6.05,18.43,1.01,1.90,2.86,8.02,12.26,1.24,2.69,3.98
2022,5.36,5.54,4.71,2.84,2.08,17.06,2.05,6.04,16.40,0.89,1.67,2.74,7.33,12.70,1.17,2.29,3.60
2023,4.56,4.56,4.55,2.41,2.07,13.30,1.83,5.14,15.74,0.87,1.59,2.57,6.11,10.59,1.05,1.75,3.51
2024,4.45,4.29,4.36,2.53,2.04,13.77,1.68,4.95,13.87,0.75,1.55,2.51,6.11,10.79,0.99,1.79,3.19
