REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,6.9,8.0,10.4,10.4,12.5,13.8,13.7,14.2,12.7,15.5,17.9,17.0,21.0,27.4,29.0
Dolnośląskie,4.9,5.3,6.6,6.0,9.6,9.4,6.5,7.9,6.5,9.0,10.2,8.7,10.3,13.6,16.0
Kujawsko-Pomorskie,59.0,60.5,58.7,63.1,65.8,68.6,58.7,51.4,48.7,45.5,45.4,46.6,54.6,53.0,56.6
Lubelskie,0.8,0.9,1.5,3.8,4.4,5.8,18.0,23.5,22.9,23.2,21.9,30.4,51.6,52.9,53.8
Lubuskie,8.6,8.0,11.4,12.3,11.6,14.4,21.3,21.0,19.9,21.6,22.5,25.6,35.7,35.9,40.2
Łódzkie,1.5,1.8,3.3,2.6,2.5,3.3,3.9,4.3,3.8,5.4,6.0,5.5,6.3,10.2,10.4
Małopolskie,11.4,12.4,13.9,7.2,9.5,7.0,7.7,8.4,7.0,10.6,14.6,14.7,20.6,25.9,27.6
Mazowieckie,4.5,5.3,7.7,7.8,8.3,7.9,5.9,6.6,4.8,5.4,6.5,6.1,7.3,9.8,10.6
Opolskie,3.0,3.4,4.0,5.1,6.4,7.6,7.1,5.5,5.2,4.0,4.1,3.9,5.6,6.2,9.2
Podkarpackie,11.9,11.1,12.9,16.1,23.4,19.8,24.3,25.7,23.1,24.0,23.0,18.2,49.5,25.5,26.7
Podlaskie,37.5,48.8,60.2,72.3,69.8,70.1,66.5,54.7,68.3,75.2,79.8,73.9,80.3,85.4,78.6
Pomorskie,25.0,30.8,35.5,36.6,41.3,45.9,49.8,53.1,51.3,51.9,56.6,60.0,63.9,64.5,66.5
Śląskie,4.7,5.1,7.1,5.0,6.6,5.8,4.1,3.2,3.2,4.4,7.4,6.7,9.5,11.8,12.3
Świętokrzyskie,9.3,10.4,15.3,22.2,26.2,27.5,20.7,20.4,16.2,21.1,29.6,25.8,20.8,28.6,30.2
Warmińsko-Mazurskie,38.8,70.6,74.4,72.3,78.7,83.4,83.7,87.2,82.8,85.7,87.1,90.7,95.6,97.6,93.7
Wielkopolskie,7.3,7.8,10.1,9.4,11.3,14.6,15.4,14.7,21.3,25.3,29.2,34.2,52.2,74.6,72.2
Zachodniopomorskie,8.8,16.4,27.0,30.4,35.1,38.6,41.8,47.8,44.2,55.6,58.5,58.0,62.6,70.0,59.6
