year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,
2012,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,
2015,,,,,,,,,,,,,,,,,
2016,6.6,6.9,3.6,4.6,2.0,5.3,10.7,13.8,2.7,6.7,3.5,6.9,4.7,2.3,2.8,4.7,2.9
2017,7.1,8.0,3.9,4.7,2.5,5.0,11.9,15.6,3.3,6.2,3.9,7.1,5.0,1.7,2.9,4.8,3.3
2018,7.8,9.4,4.6,5.0,2.5,5.5,11.9,16.7,3.5,6.9,4.3,8.2,5.4,2.4,3.5,5.1,3.4
2019,7.9,8.9,4.6,6.0,2.3,6.5,12.1,16.1,3.7,5.8,4.4,7.9,5.9,2.7,3.8,5.3,3.9
2020,8.3,9.7,4.9,6.2,2.2,7.0,13.4,16.5,3.3,6.4,4.6,8.8,6.4,2.6,3.9,5.4,3.6
2021,8.7,10.6,5.6,6.2,2.3,6.7,14.1,17.7,3.5,6.3,4.6,9.1,6.5,2.5,4.5,5.6,3.8
2022,9.2,11.1,5.9,6.8,2.6,6.9,14.7,19.0,4.1,6.3,4.5,10.5,6.6,2.4,4.6,5.9,4.1
2023,9.4,11.2,6.0,7.4,2.4,6.8,14.5,19.1,4.3,6.5,4.5,10.7,6.8,2.4,4.7,6.2,4.3
2024,9.4,10.6,6.0,7.2,2.4,6.6,14.7,19.4,4.8,6.2,4.3,10.9,6.7,2.4,4.3,6.2,4.3
