year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,0.7,0.5,0.3,0.6,0.1,0.6,1.0,1.4,0.1,0.9,0.3,0.6,0.5,0.5,0.4,0.6,0.3
2011,0.8,0.5,0.3,0.6,0.2,0.6,1.0,1.4,0.2,0.9,0.4,0.7,0.5,0.4,0.5,0.6,0.3
2012,0.9,0.7,0.4,1.0,0.2,0.8,1.3,1.4,0.2,1.0,0.4,1.1,0.6,0.3,0.5,0.9,0.4
2013,0.9,0.7,0.3,0.6,0.3,0.7,1.3,1.6,0.2,1.2,0.6,1.0,0.6,0.3,0.4,0.6,0.3
2014,0.9,0.7,0.3,1.0,0.2,0.7,1.4,1.7,0.3,1.4,0.6,1.1,0.6,0.3,0.3,0.6,0.3
2015,1.0,0.8,0.5,1.1,0.2,0.7,1.5,1.7,0.3,1.3,0.8,1.1,0.6,0.6,0.3,0.8,0.3
2016,1.0,0.7,0.3,0.9,0.2,0.6,2.2,1.7,0.4,1.1,0.4,1.1,0.5,0.3,0.3,0.6,0.3
2017,1.0,0.9,0.5,0.9,0.4,0.7,1.9,1.8,0.5,1.0,0.6,1.1,0.6,0.3,0.5,0.6,0.5
2018,1.2,1.1,0.7,1.0,0.5,0.9,2.1,2.0,0.6,1.1,0.7,1.4,0.7,0.6,0.6,0.8,0.6
2019,1.3,1.2,0.7,1.1,0.5,1.0,2.2,2.1,0.5,1.2,0.8,1.7,0.9,0.5,0.8,0.8,0.6
2020,1.4,1.3,0.9,1.1,0.4,1.1,2.4,2.2,0.5,1.3,0.8,1.7,0.9,0.5,0.8,0.8,0.5
2021,1.4,1.4,1.0,1.1,0.3,1.1,2.5,2.1,0.6,1.3,0.8,1.8,0.9,0.5,1.2,0.9,0.6
2022,1.4,1.5,0.9,1.1,0.4,1.0,2.5,2.2,0.8,1.2,0.8,1.9,0.9,0.4,1.0,0.9,0.7
2023,1.6,1.7,0.8,1.4,0.5,1.0,2.7,2.2,0.8,1.2,0.9,2.3,1.0,0.6,1.0,1.1,0.8
2024,1.4,1.4,0.8,1.2,0.4,0.9,2.5,2.1,0.8,1.0,0.6,2.1,0.9,0.6,0.8,0.9,0.7
