year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie,Polska_,Dolnośląskie_,Kujawsko-Pomorskie_,Lubelskie_,Lubuskie_,Łódzkie_,Małopolskie_,Mazowieckie_,Opolskie_,Podkarpackie_,Podlaskie_,Pomorskie_,Śląskie_,Świętokrzyskie_,Warmińsko-Mazurskie_,Wielkopolskie_,Zachodniopomorskie_
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie,Poland_,Dolnośląskie_,Kujawsko-Pomorskie_,Lubelskie_,Lubuskie_,Łódzkie_,Małopolskie_,Mazowieckie_,Opolskie_,Podkarpackie_,Podlaskie_,Pomorskie_,Śląskie_,Świętokrzyskie_,Warmińsko-Mazurskie_,Wielkopolskie_,Zachodniopomorskie_
2010,759502,x,x,x,x,x,x,x,x,x,x,294553,x,x,x,x,464949,781553,x,x,x,x,x,x,x,x,x,x,297489,x,x,x,x,484064
2011,781353,x,x,x,x,x,x,x,x,x,x,316087,x,x,x,x,465266,802785,x,x,x,x,x,x,x,x,x,x,319406,x,x,x,x,483379
2012,802702,x,x,x,x,x,x,x,x,x,x,328839,x,x,x,x,473863,809836,x,x,x,x,x,x,x,x,x,x,322913,x,x,x,x,486923
2013,787070,x,x,x,x,x,x,x,x,x,x,318854,x,x,x,x,468216,809712,x,x,x,x,x,x,x,x,x,x,322615,x,x,x,x,487097
2014,875518,x,x,x,x,x,x,x,x,x,x,349778,x,x,x,x,525740,878045,x,x,x,x,x,x,x,x,x,x,343188,x,x,x,x,534857
2015,919666,x,x,x,x,x,x,x,x,x,x,354205,x,x,x,x,565461,931632,x,x,x,x,x,x,x,x,x,x,358021,x,x,x,x,573611
2016,962501,x,x,x,x,x,x,x,x,x,x,358064,x,x,x,x,604437,970959,x,x,x,x,x,x,x,x,x,x,358240,x,x,x,x,612719
2017,1011758,x,x,x,x,x,x,x,x,x,x,389032,x,x,x,x,622726,1013639,x,x,x,x,x,x,x,x,x,x,383228,x,x,x,x,630411
2018,1029218,x,x,x,x,x,x,x,x,x,x,407677,x,x,x,x,621541,1029660,x,x,x,x,x,x,x,x,x,x,406823,x,x,x,x,622837
2019,1057440,x,x,x,x,x,x,x,x,x,x,444291,x,x,x,x,613149,1026283,x,x,x,x,x,x,x,x,x,x,413282,x,x,x,x,613001
2020,780543,x,x,x,x,x,x,x,x,x,x,273669,x,x,x,x,506874,773182,x,x,x,x,x,x,x,x,x,x,269775,x,x,x,x,503407
2021,882463,x,x,x,x,x,x,x,x,x,x,302403,x,x,x,x,580060,881969,x,x,x,x,x,x,x,x,x,x,298870,x,x,x,x,583099
2022,885794,x,x,x,x,x,x,x,x,x,x,338595,x,x,x,x,547199,929215,x,x,x,x,x,x,x,x,x,x,374424,x,x,x,x,554791
2023,871811,x,x,x,x,x,x,x,x,x,x,351030,x,x,x,x,520781,862113,x,x,x,x,x,x,x,x,x,x,346984,x,x,x,x,515129
2024,872944,x,x,x,x,x,x,x,x,x,x,357061,x,x,x,x,515883,853481,x,x,x,x,x,x,x,x,x,x,346454,x,x,x,x,507027
2025,884918,x,x,x,x,x,x,x,x,x,x,355059,x,x,x,x,529859,873943,x,x,x,x,x,x,x,x,x,x,353571,x,x,x,x,520372
