REGION,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Polska,7206129.1,6753216.0,5656731.4,5631705.8,6304387.7,6644673.2,2277332.9,2715174.2,5435203.7,6051027.0,5531087.4,5696903.4,6505981.6,8387712.0,7478441.7
Dolnośląskie,571860.0,644851.7,463040.3,309327.3,351888.1,522085.1,149889.9,209693.4,438658.4,379469.4,345529.1,545558.2,487025.4,509331.4,463508.1
Kujawsko-Pomorskie,317062.2,303125.8,237926.2,202161.6,231757.8,357199.8,72964.9,122207.2,233269.5,250374.4,232648.8,278473.5,301643.8,624891.9,346458.8
Lubelskie,296818.9,327567.4,265937.6,222562.3,394614.5,266445.2,72105.2,106094.3,263915.4,239474.8,278592.9,270909.6,318811.0,317754.5,382384.8
Lubuskie,187798.1,160036.2,150514.1,161282.1,242718.7,267188.7,63196.9,47496.4,124132.3,175799.4,194290.4,150024.4,155516.4,228581.2,172597.6
Łódzkie,542271.0,495440.5,474670.4,411409.0,393678.2,451735.8,143777.9,152739.1,310987.7,417767.0,345602.2,342453.9,465774.3,694903.2,578252.7
Małopolskie,466579.0,531421.9,482861.4,558700.2,610454.5,587522.2,219980.0,201303.7,410397.2,574278.5,480615.0,406580.7,418898.7,549168.8,682952.7
Mazowieckie,601338.5,710534.1,666935.2,826985.7,1072917.2,1110514.3,422387.5,454105.3,797928.0,885567.8,842098.9,975443.9,1379061.2,1524309.4,1213502.8
Opolskie,212735.1,214979.8,227347.9,207971.7,190008.8,166842.8,51004.4,77518.9,147278.4,170950.0,88108.0,147200.7,158845.0,184532.9,136704.9
Podkarpackie,507123.5,345843.7,234407.8,338837.0,217683.9,269898.0,120876.0,153926.0,467366.8,482604.5,434792.3,269830.4,341550.5,517883.5,584477.8
Podlaskie,168624.2,202694.7,144415.6,152997.9,107363.3,99802.2,51269.2,108789.8,207053.2,173918.6,154305.5,142748.7,230597.4,284300.1,254077.3
Pomorskie,472468.7,410642.3,307500.6,259362.6,290964.6,503298.6,144577.2,156141.6,329641.6,419248.8,410351.6,458162.3,384231.5,408846.0,392849.9
Śląskie,1019544.3,831651.6,759447.3,1017810.3,950493.1,792782.2,274856.6,311094.8,530700.0,676384.7,608510.2,562544.1,647092.7,968816.9,782270.3
Świętokrzyskie,461776.7,336787.8,237039.1,185853.0,295772.1,250280.0,64922.9,59057.7,172463.8,220087.6,226484.2,211939.3,172939.8,259801.8,194150.9
Warmińsko-Mazurskie,308094.0,215355.1,217243.6,166243.2,135284.7,110206.8,44543.3,68064.2,121083.7,118613.3,118090.7,167893.9,196317.4,204780.0,262141.3
Wielkopolskie,566850.4,744419.0,607697.9,433425.6,663831.4,696204.8,313338.3,379413.1,666218.2,638943.4,508234.9,575744.2,599602.4,815015.9,773767.0
Zachodniopomorskie,505184.5,277864.4,179746.4,176776.3,154956.8,192666.7,67642.7,107528.7,214109.5,227544.8,262832.7,191395.6,248074.1,294794.5,258344.8
