year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,5.64,10.53,9.05,5.41,13.10,7.34,0.63,6.13,8.35,1.88,2.49,2.25,3.45,5.99,2.68,10.58,2.84
2011,5.68,9.57,8.44,4.37,16.03,7.76,0.75,5.59,6.01,3.20,8.15,2.02,3.28,7.58,3.58,9.19,3.77
2012,5.88,8.75,9.20,5.99,13.68,11.31,0.98,6.37,7.90,3.95,5.50,3.02,3.09,7.06,2.96,7.92,2.44
2013,6.86,9.21,10.22,7.13,14.87,9.65,1.25,11.27,4.77,4.32,3.09,3.88,3.58,5.83,3.80,10.51,2.68
2014,9.22,12.17,16.45,4.88,15.87,14.71,2.14,9.20,6.38,3.85,5.11,7.57,12.87,7.98,7.19,11.33,4.89
2015,11.14,14.56,22.46,9.94,18.05,14.73,5.13,7.83,8.81,5.45,9.49,8.55,12.71,11.51,12.06,11.74,12.49
2016,11.12,12.60,20.00,8.24,16.02,15.67,7.32,9.56,7.14,4.89,9.94,9.78,12.86,9.72,11.06,10.90,13.81
2017,10.44,12.44,18.48,8.36,15.34,13.06,5.73,9.03,8.88,4.09,10.63,9.79,11.36,7.52,10.38,12.17,12.60
2018,8.96,12.79,12.07,6.98,13.69,12.35,4.83,7.66,7.29,3.29,8.96,7.52,8.92,5.54,8.66,11.89,12.62
2019,8.71,13.03,13.26,8.29,11.25,9.47,2.61,9.24,8.33,3.43,9.84,6.76,7.94,6.55,8.91,11.53,10.60
2020,2.50,2.50,5.15,1.99,4.72,2.97,0.49,1.83,2.50,1.05,1.90,1.57,1.83,1.16,2.01,6.35,2.88
2021,3.27,3.55,7.51,3.52,3.74,2.99,1.89,1.23,2.41,1.87,3.47,3.61,2.80,0.75,2.32,7.94,2.78
2022,6.68,6.60,8.90,6.65,9.77,6.54,4.90,3.47,5.92,2.93,6.72,7.42,7.25,2.45,5.55,10.33,15.87
2023,8.67,10.06,9.79,9.37,10.13,9.32,4.64,8.77,8.73,3.90,9.21,7.59,8.26,3.84,9.25,11.92,14.55
