year,Polska,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
year,Poland,Dolnośląskie,Kujawsko-Pomorskie,Lubelskie,Lubuskie,Łódzkie,Małopolskie,Mazowieckie,Opolskie,Podkarpackie,Podlaskie,Pomorskie,Śląskie,Świętokrzyskie,Warmińsko-Mazurskie,Wielkopolskie,Zachodniopomorskie
2010,3,6,4,4,6,0,2,5,6,4,3,7,2,2,3,0,3
2011,4,6,4,3,6,0,3,5,5,5,4,10,3,4,4,1,3
2012,4,5,4,4,6,0,6,5,9,5,4,10,3,5,4,2,2
2013,4,5,2,4,6,0,5,4,4,6,5,9,0,4,5,1,4
2014,4,6,3,4,6,1,5,4,6,6,5,10,0,2,3,1,4
2015,4,6,3,5,7,0,5,5,3,6,7,10,0,4,5,1,5
2016,4,6,3,4,8,0,5,5,3,8,8,10,0,5,5,1,5
2017,4,6,3,5,7,0,5,5,5,6,9,10,3,6,5,1,4
2018,5,6,3,6,7,0,6,5,5,6,1,10,5,10,5,1,5
2019,5,7,3,7,6,0,6,5,9,9,2,11,5,11,4,3,5
2020,4,5,2,4,5,1,5,3,9,8,1,8,4,9,4,1,5
2021,5,5,4,6,6,1,5,4,9,7,2,9,4,10,4,1,5
2022,6,5,4,7,6,2,6,5,8,8,8,10,5,12,5,2,5
2023,7,6,4,7,6,5,7,7,10,9,10,12,5,13,5,2,6
